policy_seed,episode,mean_reward,actor_loss,critic_loss,replay_size
503.0,1.0,0.24013180827856573,0.39739827035189224,1.3784780097296134,640.0
503.0,2.0,0.22176841216402368,1.422757269636533,0.8545972962948686,1280.0
503.0,3.0,0.1417718486148605,0.931683154662477,0.888044801095073,1920.0
503.0,4.0,0.24227546112579634,1.1132929699901433,0.7337400384903215,2560.0
503.0,5.0,0.2140471125840093,0.9576628812103106,0.5389549709893523,3200.0
503.0,6.0,0.13248120629913068,0.9561034946430631,0.6601187067024229,3840.0
503.0,7.0,0.20685309241678868,0.9495730934545201,0.5126968182612557,4480.0
503.0,8.0,0.14018508499149435,1.1087229820415716,0.5347867464704916,5120.0
503.0,9.0,0.08313559011368592,0.8344689677331946,0.7660833238011678,5760.0
503.0,10.0,0.25567173804302945,0.973699600742618,0.6182692688093117,6400.0
503.0,11.0,0.20769210463511276,0.9740458087919368,0.6056707033085375,7040.0
503.0,12.0,0.14207777927629267,0.7120341360223987,0.6130602674605999,7680.0
503.0,13.0,0.22377232457361607,1.0680791124048687,0.294694565595342,8320.0
503.0,14.0,0.1836783518044753,1.2086669106055137,0.3945416560158972,8960.0
503.0,15.0,0.13804736557564848,0.9143359690001004,0.3233031826132429,9600.0
503.0,16.0,0.20354059982228495,0.9032804059101379,0.5371750671025616,10240.0
503.0,17.0,0.1614343912354134,0.9224498407803521,0.4235821344326584,10880.0
503.0,18.0,0.09002824480041914,1.030318136104312,0.5788548832181668,11510.0
503.0,19.0,0.24041906853301725,0.9266488330213882,0.3635680953509539,12150.0
503.0,20.0,0.19588387891276535,0.9225249794186643,0.5526899191501047,12790.0
503.0,21.0,0.13435922684074514,0.6378571381491771,0.6514210241958199,13430.0
503.0,22.0,0.22633694867626716,0.7297174562310842,0.38596290131525335,14070.0
503.0,23.0,0.19675595274669835,0.46069527017888057,0.3957770127072229,14710.0
503.0,24.0,0.09928566859145167,0.914668155454917,0.18207538910838694,15340.0
503.0,25.0,0.21546127775764773,1.372086678165175,0.37189077377978874,15980.0
503.0,26.0,0.1654439735634517,0.8165701907997008,0.2216249991260025,16620.0
503.0,27.0,0.10030650440258214,0.8976671385115524,0.44050996332235803,17260.0
503.0,28.0,0.225262105839881,0.6775212361496387,0.3184421354480908,17900.0
503.0,29.0,0.22427958902060474,0.9533611743858672,0.31723627743191374,18540.0
503.0,30.0,0.14318250379690856,0.7126603346922578,0.49707557359612126,19180.0
503.0,31.0,0.2309366823484322,0.6383374503208848,0.6097519877634847,19820.0
503.0,32.0,0.2062308645356783,0.7770890845893388,0.3535933688785889,20460.0
503.0,33.0,0.13208352204354842,1.1069175864132532,0.47131944681570626,21100.0
503.0,34.0,0.20351460486381212,0.8116441097123741,0.3922439023416865,21740.0
503.0,35.0,0.13566950620163715,0.9297545595592551,0.28005430540353704,22380.0
503.0,36.0,0.11132212281381093,0.8424821002533247,0.4389728850453958,23020.0
503.0,37.0,0.23607530577997235,0.9965627175337783,0.26275891304917115,23660.0
503.0,38.0,0.1911576790116125,1.0180111130199998,0.5246422254382308,24300.0
503.0,39.0,0.12665416044008115,1.0134537805358375,0.4365971382625976,24940.0
503.0,40.0,0.22965188199594938,0.8861540264778991,0.6492808501888416,25580.0
503.0,41.0,0.1832325076689114,0.6910161885187492,0.6395319411816813,26220.0
503.0,42.0,0.15067342890046642,0.8206537321603289,0.3209670400491663,26860.0
503.0,43.0,0.20783582114256444,0.8225842409423803,0.38374722564795016,27500.0
503.0,44.0,0.15644454591919343,1.0102031660442043,0.3150435604095105,28140.0
503.0,45.0,0.10243671368804977,0.5983516134238906,0.42007980177830373,28780.0
503.0,46.0,0.2547114124539077,0.6983828366406172,0.3174411775561313,29420.0
503.0,47.0,0.22227512941666386,0.6551972170082689,0.28583412752212656,30060.0
503.0,48.0,0.13428943197623133,0.9536830627752277,0.3864228136764707,30700.0
503.0,49.0,0.24967182366514767,1.0836195588123991,0.30646791810187557,31340.0
503.0,50.0,0.187202840400007,1.010954030134847,0.24321416985324593,31980.0
503.0,51.0,0.15157733331794718,0.9236180544237707,0.35954533960520674,32620.0
503.0,52.0,0.21313840852103544,1.1594322786080347,0.4893115486419725,33260.0
503.0,53.0,0.15782909948515983,0.8555773281530317,0.49561107512941605,33900.0
503.0,54.0,0.0970064997769369,0.6728139397798265,0.5035291331870646,34540.0
503.0,55.0,0.21999611205640368,0.8810785256740311,0.35513907241452547,35180.0
503.0,56.0,0.20773220761729874,0.8544990553254997,0.57712565592391,35820.0
503.0,57.0,0.15886205218729232,0.8850402607486754,0.45157202940378033,36460.0
503.0,58.0,0.2448346767611955,0.899648579418339,0.3801311086280108,37100.0
503.0,59.0,0.1983298152843135,0.810639718388293,0.29565687496314175,37740.0
503.0,60.0,0.13755968354969011,0.8538907165460216,0.46312215560761366,38380.0
503.0,61.0,0.20066546763507698,0.9658686159639587,0.29430790817344366,39020.0
503.0,62.0,0.17442289644987508,0.6519608706335678,0.5053523192981516,39660.0
503.0,63.0,0.08537641695739426,0.7856675511509179,0.48245837979472866,40300.0
503.0,64.0,0.22547615970979928,1.1282270392335498,0.4516373038646936,40940.0
503.0,65.0,0.215768942597867,0.4923599643125798,0.8214061624461355,41580.0
503.0,66.0,0.15403743754425359,0.8046501932055985,0.28618694929202737,42220.0
503.0,67.0,0.22332571864875206,0.8077048477937432,0.6608280759886174,42860.0
503.0,68.0,0.17688434784209617,0.6965646602349288,0.4739467855476296,43500.0
503.0,69.0,0.15017081073682187,0.9322503854929525,0.4048180051125364,44140.0
503.0,70.0,0.20355391405101464,0.9146350176905071,0.2566321353489817,44780.0
503.0,71.0,0.17037596968953722,0.904574462198602,0.20810655347164242,45420.0
503.0,72.0,0.09301496220845948,0.998830469013182,0.351461048997625,46060.0
503.0,73.0,0.22758539416227014,0.8382719458573394,0.37957193090780317,46700.0
503.0,74.0,0.20688259333383444,0.6215319362507266,0.44277054692143725,47340.0
503.0,75.0,0.11295019657874528,0.39571872832168575,0.36144523178820886,47980.0
503.0,76.0,0.21942581898575414,0.6942692882270765,0.42260341489851094,48620.0
503.0,77.0,0.1999552676677841,1.6105762903743717,0.3673029436961497,49260.0
503.0,78.0,0.13625649646592133,1.3568074484616495,0.5154179610118275,49900.0
503.0,79.0,0.20657990814178182,1.0113539845705208,0.5751846709779657,50540.0
503.0,80.0,0.15069312831725795,0.8974439889217569,0.4827927004475546,51180.0
503.0,81.0,0.08833139432422513,1.002214073059647,0.30705654121964204,51820.0
503.0,82.0,0.2487504157752713,0.96933220196856,0.39825562538144554,52460.0
