seed,load,qos_regime,algorithm,fog_node_id,completed_tasks
10014,high,clean,SemiGreedy,fog-2,123
10014,high,clean,SemiGreedy,fog-3,41
10014,high,clean,SemiGreedy,fog-4,198
10014,high,clean,SemiGreedy,fog-5,285
10014,high,clean,SemiGreedy,fog-6,63
10014,high,clean,SemiGreedy,fog-7,26
10014,high,clean,SemiGreedy,fog-8,159
10014,high,clean,Fog-only,fog-1,209
10014,high,clean,Fog-only,fog-2,192
10014,high,clean,Fog-only,fog-3,214
10014,high,clean,Fog-only,fog-4,200
10014,high,clean,Fog-only,fog-5,186
10014,high,clean,Fog-only,fog-6,206
10014,high,clean,Fog-only,fog-7,195
10014,high,clean,Fog-only,fog-8,212
10014,high,clean,DRL-OO,fog-1,222
10014,high,clean,DRL-OO,fog-2,157
10014,high,clean,DRL-OO,fog-3,72
10014,high,clean,DRL-OO,fog-4,206
10014,high,clean,DRL-OO,fog-5,240
10014,high,clean,DRL-OO,fog-6,108
10014,high,clean,DRL-OO,fog-7,42
10014,high,clean,DRL-OO,fog-8,175
10015,high,clean,DT-KF-CostAware,fog-1,223
10015,high,clean,DT-KF-CostAware,fog-2,150
10015,high,clean,DT-KF-CostAware,fog-3,218
10015,high,clean,DT-KF-CostAware,fog-4,188
10015,high,clean,DT-KF-CostAware,fog-5,117
10015,high,clean,DT-KF-CostAware,fog-6,113
10015,high,clean,DT-KF-CostAware,fog-7,250
10015,high,clean,DT-KF-CostAware,fog-8,215
10015,high,clean,DT-OPT,fog-1,225
10015,high,clean,DT-OPT,fog-2,183
10015,high,clean,DT-OPT,fog-3,214
10015,high,clean,DT-OPT,fog-4,189
10015,high,clean,DT-OPT,fog-5,110
10015,high,clean,DT-OPT,fog-6,90
10015,high,clean,DT-OPT,fog-7,242
10015,high,clean,DT-OPT,fog-8,222
10015,high,clean,SemiGreedy,fog-1,155
10015,high,clean,SemiGreedy,fog-2,56
10015,high,clean,SemiGreedy,fog-3,272
10015,high,clean,SemiGreedy,fog-4,108
10015,high,clean,SemiGreedy,fog-5,18
10015,high,clean,SemiGreedy,fog-6,12
10015,high,clean,SemiGreedy,fog-7,319
10015,high,clean,SemiGreedy,fog-8,220
10015,high,clean,Fog-only,fog-1,228
10015,high,clean,Fog-only,fog-2,214
10015,high,clean,Fog-only,fog-3,222
10015,high,clean,Fog-only,fog-4,225
10015,high,clean,Fog-only,fog-5,183
10015,high,clean,Fog-only,fog-6,174
10015,high,clean,Fog-only,fog-7,181
10015,high,clean,Fog-only,fog-8,206
10015,high,clean,DRL-OO,fog-1,201
10015,high,clean,DRL-OO,fog-2,121
10015,high,clean,DRL-OO,fog-3,226
10015,high,clean,DRL-OO,fog-4,160
10015,high,clean,DRL-OO,fog-5,29
10015,high,clean,DRL-OO,fog-6,25
10015,high,clean,DRL-OO,fog-7,256
10015,high,clean,DRL-OO,fog-8,200
10016,high,clean,DT-KF-CostAware,fog-1,216
10016,high,clean,DT-KF-CostAware,fog-2,199
10016,high,clean,DT-KF-CostAware,fog-3,147
10016,high,clean,DT-KF-CostAware,fog-4,151
10016,high,clean,DT-KF-CostAware,fog-5,147
10016,high,clean,DT-KF-CostAware,fog-6,151
10016,high,clean,DT-KF-CostAware,fog-7,229
10016,high,clean,DT-KF-CostAware,fog-8,150
10016,high,clean,DT-OPT,fog-1,217
10016,high,clean,DT-OPT,fog-2,215
10016,high,clean,DT-OPT,fog-3,166
10016,high,clean,DT-OPT,fog-4,106
10016,high,clean,DT-OPT,fog-5,155
10016,high,clean,DT-OPT,fog-6,135
10016,high,clean,DT-OPT,fog-7,202
10016,high,clean,DT-OPT,fog-8,172
10016,high,clean,SemiGreedy,fog-1,228
10016,high,clean,SemiGreedy,fog-2,177
10016,high,clean,SemiGreedy,fog-3,139
10016,high,clean,SemiGreedy,fog-4,29
10016,high,clean,SemiGreedy,fog-5,108
10016,high,clean,SemiGreedy,fog-6,30
10016,high,clean,SemiGreedy,fog-7,268
10016,high,clean,SemiGreedy,fog-8,66
10016,high,clean,Fog-only,fog-1,173
10016,high,clean,Fog-only,fog-2,178
10016,high,clean,Fog-only,fog-3,230
10016,high,clean,Fog-only,fog-4,212
10016,high,clean,Fog-only,fog-5,215
10016,high,clean,Fog-only,fog-6,218
10016,high,clean,Fog-only,fog-7,161
10016,high,clean,Fog-only,fog-8,213
10016,high,clean,DRL-OO,fog-1,217
10016,high,clean,DRL-OO,fog-2,179
10016,high,clean,DRL-OO,fog-3,133
10016,high,clean,DRL-OO,fog-4,56
10016,high,clean,DRL-OO,fog-5,143
10016,high,clean,DRL-OO,fog-6,18
10016,high,clean,DRL-OO,fog-7,208
10016,high,clean,DRL-OO,fog-8,96
10017,high,clean,DT-KF-CostAware,fog-1,249
10017,high,clean,DT-KF-CostAware,fog-2,168
10017,high,clean,DT-KF-CostAware,fog-3,136
10017,high,clean,DT-KF-CostAware,fog-4,209
10017,high,clean,DT-KF-CostAware,fog-5,206
10017,high,clean,DT-KF-CostAware,fog-6,123
10017,high,clean,DT-KF-CostAware,fog-7,208
10017,high,clean,DT-KF-CostAware,fog-8,210
10017,high,clean,DT-OPT,fog-1,222
10017,high,clean,DT-OPT,fog-2,211
10017,high,clean,DT-OPT,fog-3,150
10017,high,clean,DT-OPT,fog-4,227
10017,high,clean,DT-OPT,fog-5,196
10017,high,clean,DT-OPT,fog-6,97
10017,high,clean,DT-OPT,fog-7,229
10017,high,clean,DT-OPT,fog-8,186
10017,high,clean,SemiGreedy,fog-1,301
10017,high,clean,SemiGreedy,fog-2,64
10017,high,clean,SemiGreedy,fog-3,32
10017,high,clean,SemiGreedy,fog-4,246
10017,high,clean,SemiGreedy,fog-5,207
10017,high,clean,SemiGreedy,fog-6,13
10017,high,clean,SemiGreedy,fog-7,164
10017,high,clean,SemiGreedy,fog-8,122
10017,high,clean,Fog-only,fog-1,194
10017,high,clean,Fog-only,fog-2,208
10017,high,clean,Fog-only,fog-3,195
10017,high,clean,Fog-only,fog-4,233
10017,high,clean,Fog-only,fog-5,222
10017,high,clean,Fog-only,fog-6,152
10017,high,clean,Fog-only,fog-7,213
10017,high,clean,Fog-only,fog-8,228
10017,high,clean,DRL-OO,fog-1,244
10017,high,clean,DRL-OO,fog-2,116
10017,high,clean,DRL-OO,fog-3,66
10017,high,clean,DRL-OO,fog-4,229
10017,high,clean,DRL-OO,fog-5,242
10017,high,clean,DRL-OO,fog-6,25
10017,high,clean,DRL-OO,fog-7,208
10017,high,clean,DRL-OO,fog-8,154
10018,high,clean,DT-KF-CostAware,fog-1,214
10018,high,clean,DT-KF-CostAware,fog-2,206
10018,high,clean,DT-KF-CostAware,fog-3,109
10018,high,clean,DT-KF-CostAware,fog-4,210
10018,high,clean,DT-KF-CostAware,fog-5,112
10018,high,clean,DT-KF-CostAware,fog-6,211
10018,high,clean,DT-KF-CostAware,fog-7,112
10018,high,clean,DT-KF-CostAware,fog-8,210
10018,high,clean,DT-OPT,fog-1,212
10018,high,clean,DT-OPT,fog-2,199
10018,high,clean,DT-OPT,fog-3,132
10018,high,clean,DT-OPT,fog-4,217
10018,high,clean,DT-OPT,fog-5,72
10018,high,clean,DT-OPT,fog-6,196
10018,high,clean,DT-OPT,fog-7,140
10018,high,clean,DT-OPT,fog-8,207
10018,high,clean,SemiGreedy,fog-1,273
10018,high,clean,SemiGreedy,fog-2,229
10018,high,clean,SemiGreedy,fog-3,69
10018,high,clean,SemiGreedy,fog-4,121
10018,high,clean,SemiGreedy,fog-5,24
10018,high,clean,SemiGreedy,fog-6,160
10018,high,clean,SemiGreedy,fog-7,47
10018,high,clean,SemiGreedy,fog-8,201
10018,high,clean,Fog-only,fog-1,157
10018,high,clean,Fog-only,fog-2,176
10018,high,clean,Fog-only,fog-3,229
10018,high,clean,Fog-only,fog-4,198
10018,high,clean,Fog-only,fog-5,224
10018,high,clean,Fog-only,fog-6,206
10018,high,clean,Fog-only,fog-7,230
10018,high,clean,Fog-only,fog-8,192
10018,high,clean,DRL-OO,fog-1,219
10018,high,clean,DRL-OO,fog-2,224
10018,high,clean,DRL-OO,fog-3,97
10018,high,clean,DRL-OO,fog-4,137
10018,high,clean,DRL-OO,fog-5,23
10018,high,clean,DRL-OO,fog-6,190
10018,high,clean,DRL-OO,fog-7,63
10018,high,clean,DRL-OO,fog-8,182
10019,high,clean,DT-KF-CostAware,fog-1,153
10019,high,clean,DT-KF-CostAware,fog-2,152
10019,high,clean,DT-KF-CostAware,fog-3,177
10019,high,clean,DT-KF-CostAware,fog-4,254
10019,high,clean,DT-KF-CostAware,fog-5,194
10019,high,clean,DT-KF-CostAware,fog-6,153
10019,high,clean,DT-KF-CostAware,fog-7,179
10019,high,clean,DT-KF-CostAware,fog-8,202
10019,high,clean,DT-OPT,fog-1,182
10019,high,clean,DT-OPT,fog-2,138
10019,high,clean,DT-OPT,fog-3,206
10019,high,clean,DT-OPT,fog-4,231
10019,high,clean,DT-OPT,fog-5,206
10019,high,clean,DT-OPT,fog-6,88
10019,high,clean,DT-OPT,fog-7,201
10019,high,clean,DT-OPT,fog-8,207
10019,high,clean,SemiGreedy,fog-1,57
10019,high,clean,SemiGreedy,fog-2,31
10019,high,clean,SemiGreedy,fog-3,144
10019,high,clean,SemiGreedy,fog-4,301
10019,high,clean,SemiGreedy,fog-5,191
10019,high,clean,SemiGreedy,fog-6,58
10019,high,clean,SemiGreedy,fog-7,114
10019,high,clean,SemiGreedy,fog-8,238
10019,high,clean,Fog-only,fog-1,197
10019,high,clean,Fog-only,fog-2,190
10019,high,clean,Fog-only,fog-3,217
10019,high,clean,Fog-only,fog-4,170
10019,high,clean,Fog-only,fog-5,205
10019,high,clean,Fog-only,fog-6,215
10019,high,clean,Fog-only,fog-7,198
10019,high,clean,Fog-only,fog-8,211
10019,high,clean,DRL-OO,fog-1,111
10019,high,clean,DRL-OO,fog-2,37
10019,high,clean,DRL-OO,fog-3,182
10019,high,clean,DRL-OO,fog-4,230
10019,high,clean,DRL-OO,fog-5,174
10019,high,clean,DRL-OO,fog-6,71
10019,high,clean,DRL-OO,fog-7,162
10019,high,clean,DRL-OO,fog-8,230
10020,high,clean,DT-KF-CostAware,fog-1,235
10020,high,clean,DT-KF-CostAware,fog-2,111
10020,high,clean,DT-KF-CostAware,fog-3,111
10020,high,clean,DT-KF-CostAware,fog-4,236
10020,high,clean,DT-KF-CostAware,fog-5,236
10020,high,clean,DT-KF-CostAware,fog-6,114
10020,high,clean,DT-KF-CostAware,fog-7,232
10020,high,clean,DT-KF-CostAware,fog-8,109
10020,high,clean,DT-OPT,fog-1,221
10020,high,clean,DT-OPT,fog-2,68
10020,high,clean,DT-OPT,fog-3,144
10020,high,clean,DT-OPT,fog-4,231
10020,high,clean,DT-OPT,fog-5,235
10020,high,clean,DT-OPT,fog-6,184
10020,high,clean,DT-OPT,fog-7,225
10020,high,clean,DT-OPT,fog-8,89
10020,high,clean,SemiGreedy,fog-1,214
10020,high,clean,SemiGreedy,fog-2,19
10020,high,clean,SemiGreedy,fog-3,42
10020,high,clean,SemiGreedy,fog-4,298
10020,high,clean,SemiGreedy,fog-5,161
10020,high,clean,SemiGreedy,fog-6,83
10020,high,clean,SemiGreedy,fog-7,219
10020,high,clean,SemiGreedy,fog-8,5
10020,high,clean,Fog-only,fog-1,223
10020,high,clean,Fog-only,fog-2,148
10020,high,clean,Fog-only,fog-3,187
10020,high,clean,Fog-only,fog-4,213
10020,high,clean,Fog-only,fog-5,213
10020,high,clean,Fog-only,fog-6,199
10020,high,clean,Fog-only,fog-7,203
10020,high,clean,Fog-only,fog-8,138
10020,high,clean,DRL-OO,fog-1,213
10020,high,clean,DRL-OO,fog-2,36
10020,high,clean,DRL-OO,fog-3,83
10020,high,clean,DRL-OO,fog-4,271
10020,high,clean,DRL-OO,fog-5,196
10020,high,clean,DRL-OO,fog-6,134
10020,high,clean,DRL-OO,fog-7,210
10020,high,clean,DRL-OO,fog-8,19
10021,high,clean,DT-KF-CostAware,fog-1,217
10021,high,clean,DT-KF-CostAware,fog-2,109
10021,high,clean,DT-KF-CostAware,fog-3,109
10021,high,clean,DT-KF-CostAware,fog-4,233
10021,high,clean,DT-KF-CostAware,fog-5,232
10021,high,clean,DT-KF-CostAware,fog-6,207
10021,high,clean,DT-KF-CostAware,fog-7,250
10021,high,clean,DT-KF-CostAware,fog-8,108
10021,high,clean,DT-OPT,fog-1,223
10021,high,clean,DT-OPT,fog-2,100
10021,high,clean,DT-OPT,fog-3,142
10021,high,clean,DT-OPT,fog-4,245
10021,high,clean,DT-OPT,fog-5,218
10021,high,clean,DT-OPT,fog-6,191
10021,high,clean,DT-OPT,fog-7,241
10021,high,clean,DT-OPT,fog-8,134
10021,high,clean,SemiGreedy,fog-1,145
10021,high,clean,SemiGreedy,fog-2,16
10021,high,clean,SemiGreedy,fog-3,9
10021,high,clean,SemiGreedy,fog-4,279
10021,high,clean,SemiGreedy,fog-5,220
10021,high,clean,SemiGreedy,fog-6,96
10021,high,clean,SemiGreedy,fog-7,316
10021,high,clean,SemiGreedy,fog-8,40
10021,high,clean,Fog-only,fog-1,231
10021,high,clean,Fog-only,fog-2,168
10021,high,clean,Fog-only,fog-3,140
10021,high,clean,Fog-only,fog-4,202
10021,high,clean,Fog-only,fog-5,232
10021,high,clean,Fog-only,fog-6,225
10021,high,clean,Fog-only,fog-7,225
10021,high,clean,Fog-only,fog-8,190
10021,high,clean,DRL-OO,fog-1,178
10021,high,clean,DRL-OO,fog-2,52
10021,high,clean,DRL-OO,fog-3,16
10021,high,clean,DRL-OO,fog-4,245
10021,high,clean,DRL-OO,fog-5,217
10021,high,clean,DRL-OO,fog-6,135
10021,high,clean,DRL-OO,fog-7,281
10021,high,clean,DRL-OO,fog-8,71
10022,high,clean,DT-KF-CostAware,fog-1,139
10022,high,clean,DT-KF-CostAware,fog-2,140
10022,high,clean,DT-KF-CostAware,fog-3,204
10022,high,clean,DT-KF-CostAware,fog-4,141
10022,high,clean,DT-KF-CostAware,fog-5,138
10022,high,clean,DT-KF-CostAware,fog-6,269
10022,high,clean,DT-KF-CostAware,fog-7,145
10022,high,clean,DT-KF-CostAware,fog-8,198
10022,high,clean,DT-OPT,fog-1,118
10022,high,clean,DT-OPT,fog-2,81
10022,high,clean,DT-OPT,fog-3,216
10022,high,clean,DT-OPT,fog-4,152
10022,high,clean,DT-OPT,fog-5,163
10022,high,clean,DT-OPT,fog-6,246
10022,high,clean,DT-OPT,fog-7,193
10022,high,clean,DT-OPT,fog-8,205
10022,high,clean,SemiGreedy,fog-1,45
10022,high,clean,SemiGreedy,fog-2,16
10022,high,clean,SemiGreedy,fog-3,246
10022,high,clean,SemiGreedy,fog-4,38
10022,high,clean,SemiGreedy,fog-5,90
10022,high,clean,SemiGreedy,fog-6,322
10022,high,clean,SemiGreedy,fog-7,115
10022,high,clean,SemiGreedy,fog-8,191
10022,high,clean,Fog-only,fog-1,199
10022,high,clean,Fog-only,fog-2,186
10022,high,clean,Fog-only,fog-3,189
10022,high,clean,Fog-only,fog-4,197
10022,high,clean,Fog-only,fog-5,216
10022,high,clean,Fog-only,fog-6,169
10022,high,clean,Fog-only,fog-7,202
10022,high,clean,Fog-only,fog-8,208
10022,high,clean,DRL-OO,fog-1,73
10022,high,clean,DRL-OO,fog-2,20
10022,high,clean,DRL-OO,fog-3,201
10022,high,clean,DRL-OO,fog-4,46
10022,high,clean,DRL-OO,fog-5,128
10022,high,clean,DRL-OO,fog-6,260
10022,high,clean,DRL-OO,fog-7,149
10022,high,clean,DRL-OO,fog-8,183
10023,high,clean,DT-KF-CostAware,fog-1,118
10023,high,clean,DT-KF-CostAware,fog-2,122
10023,high,clean,DT-KF-CostAware,fog-3,237
10023,high,clean,DT-KF-CostAware,fog-4,236
10023,high,clean,DT-KF-CostAware,fog-5,119
10023,high,clean,DT-KF-CostAware,fog-6,238
10023,high,clean,DT-KF-CostAware,fog-7,239
10023,high,clean,DT-KF-CostAware,fog-8,239
10023,high,clean,DT-OPT,fog-1,119
10023,high,clean,DT-OPT,fog-2,172
10023,high,clean,DT-OPT,fog-3,241
10023,high,clean,DT-OPT,fog-4,239
10023,high,clean,DT-OPT,fog-5,91
10023,high,clean,DT-OPT,fog-6,232
10023,high,clean,DT-OPT,fog-7,254
10023,high,clean,DT-OPT,fog-8,198
10023,high,clean,SemiGreedy,fog-1,31
10023,high,clean,SemiGreedy,fog-2,55
10023,high,clean,SemiGreedy,fog-3,178
10023,high,clean,SemiGreedy,fog-4,300
10023,high,clean,SemiGreedy,fog-5,14
10023,high,clean,SemiGreedy,fog-6,248
10023,high,clean,SemiGreedy,fog-7,239
10023,high,clean,SemiGreedy,fog-8,128
10023,high,clean,Fog-only,fog-1,181
10023,high,clean,Fog-only,fog-2,209
10023,high,clean,Fog-only,fog-3,224
10023,high,clean,Fog-only,fog-4,210
10023,high,clean,Fog-only,fog-5,137
10023,high,clean,Fog-only,fog-6,231
10023,high,clean,Fog-only,fog-7,224
10023,high,clean,Fog-only,fog-8,226
10023,high,clean,DRL-OO,fog-1,57
10023,high,clean,DRL-OO,fog-2,121
10023,high,clean,DRL-OO,fog-3,213
10023,high,clean,DRL-OO,fog-4,251
10023,high,clean,DRL-OO,fog-5,17
10023,high,clean,DRL-OO,fog-6,243
10023,high,clean,DRL-OO,fog-7,251
10023,high,clean,DRL-OO,fog-8,183
10024,high,clean,DT-KF-CostAware,fog-1,196
10024,high,clean,DT-KF-CostAware,fog-2,219
10024,high,clean,DT-KF-CostAware,fog-3,207
10024,high,clean,DT-KF-CostAware,fog-4,89
10024,high,clean,DT-KF-CostAware,fog-5,223
10024,high,clean,DT-KF-CostAware,fog-6,209
10024,high,clean,DT-KF-CostAware,fog-7,202
10024,high,clean,DT-KF-CostAware,fog-8,89
10024,high,clean,DT-OPT,fog-1,199
10024,high,clean,DT-OPT,fog-2,218
10024,high,clean,DT-OPT,fog-3,209
10024,high,clean,DT-OPT,fog-4,94
10024,high,clean,DT-OPT,fog-5,231
10024,high,clean,DT-OPT,fog-6,214
10024,high,clean,DT-OPT,fog-7,180
10024,high,clean,DT-OPT,fog-8,74
10024,high,clean,SemiGreedy,fog-1,96
10024,high,clean,SemiGreedy,fog-2,250
10024,high,clean,SemiGreedy,fog-3,188
10024,high,clean,SemiGreedy,fog-4,30
10024,high,clean,SemiGreedy,fog-5,274
10024,high,clean,SemiGreedy,fog-6,153
10024,high,clean,SemiGreedy,fog-7,95
10024,high,clean,SemiGreedy,fog-8,17
10024,high,clean,Fog-only,fog-1,221
10024,high,clean,Fog-only,fog-2,178
10024,high,clean,Fog-only,fog-3,193
10024,high,clean,Fog-only,fog-4,208
10024,high,clean,Fog-only,fog-5,185
10024,high,clean,Fog-only,fog-6,231
10024,high,clean,Fog-only,fog-7,209
10024,high,clean,Fog-only,fog-8,202
10024,high,clean,DRL-OO,fog-1,132
10024,high,clean,DRL-OO,fog-2,211
10024,high,clean,DRL-OO,fog-3,217
10024,high,clean,DRL-OO,fog-4,45
10024,high,clean,DRL-OO,fog-5,243
10024,high,clean,DRL-OO,fog-6,185
10024,high,clean,DRL-OO,fog-7,126
10024,high,clean,DRL-OO,fog-8,18
10025,high,clean,DT-KF-CostAware,fog-1,225
10025,high,clean,DT-KF-CostAware,fog-2,226
10025,high,clean,DT-KF-CostAware,fog-3,224
10025,high,clean,DT-KF-CostAware,fog-4,90
10025,high,clean,DT-KF-CostAware,fog-5,154
10025,high,clean,DT-KF-CostAware,fog-6,160
10025,high,clean,DT-KF-CostAware,fog-7,227
10025,high,clean,DT-KF-CostAware,fog-8,223
10025,high,clean,DT-OPT,fog-1,209
10025,high,clean,DT-OPT,fog-2,222
10025,high,clean,DT-OPT,fog-3,219
10025,high,clean,DT-OPT,fog-4,122
10025,high,clean,DT-OPT,fog-5,185
10025,high,clean,DT-OPT,fog-6,128
10025,high,clean,DT-OPT,fog-7,248
10025,high,clean,DT-OPT,fog-8,224
10025,high,clean,SemiGreedy,fog-1,123
10025,high,clean,SemiGreedy,fog-2,293
10025,high,clean,SemiGreedy,fog-3,225
10025,high,clean,SemiGreedy,fog-4,7
10025,high,clean,SemiGreedy,fog-5,35
10025,high,clean,SemiGreedy,fog-6,70
10025,high,clean,SemiGreedy,fog-7,278
10025,high,clean,SemiGreedy,fog-8,167
10025,high,clean,Fog-only,fog-1,231
10025,high,clean,Fog-only,fog-2,213
10025,high,clean,Fog-only,fog-3,239
10025,high,clean,Fog-only,fog-4,121
10025,high,clean,Fog-only,fog-5,185
10025,high,clean,Fog-only,fog-6,203
10025,high,clean,Fog-only,fog-7,213
10025,high,clean,Fog-only,fog-8,231
10025,high,clean,DRL-OO,fog-1,197
10025,high,clean,DRL-OO,fog-2,264
10025,high,clean,DRL-OO,fog-3,231
10025,high,clean,DRL-OO,fog-4,30
10025,high,clean,DRL-OO,fog-5,93
10025,high,clean,DRL-OO,fog-6,106
10025,high,clean,DRL-OO,fog-7,249
10025,high,clean,DRL-OO,fog-8,184
10026,high,clean,DT-KF-CostAware,fog-1,246
10026,high,clean,DT-KF-CostAware,fog-2,252
10026,high,clean,DT-KF-CostAware,fog-3,159
10026,high,clean,DT-KF-CostAware,fog-4,159
10026,high,clean,DT-KF-CostAware,fog-5,204
10026,high,clean,DT-KF-CostAware,fog-6,158
10026,high,clean,DT-KF-CostAware,fog-7,157
10026,high,clean,DT-KF-CostAware,fog-8,172
10026,high,clean,DT-OPT,fog-1,236
10026,high,clean,DT-OPT,fog-2,241
10026,high,clean,DT-OPT,fog-3,189
10026,high,clean,DT-OPT,fog-4,136
10026,high,clean,DT-OPT,fog-5,218
10026,high,clean,DT-OPT,fog-6,111
10026,high,clean,DT-OPT,fog-7,196
10026,high,clean,DT-OPT,fog-8,203
10026,high,clean,SemiGreedy,fog-1,264
10026,high,clean,SemiGreedy,fog-2,312
10026,high,clean,SemiGreedy,fog-3,22
10026,high,clean,SemiGreedy,fog-4,90
10026,high,clean,SemiGreedy,fog-5,207
10026,high,clean,SemiGreedy,fog-6,36
10026,high,clean,SemiGreedy,fog-7,57
10026,high,clean,SemiGreedy,fog-8,158
10026,high,clean,Fog-only,fog-1,201
10026,high,clean,Fog-only,fog-2,212
10026,high,clean,Fog-only,fog-3,158
10026,high,clean,Fog-only,fog-4,229
10026,high,clean,Fog-only,fog-5,229
10026,high,clean,Fog-only,fog-6,179
10026,high,clean,Fog-only,fog-7,199
10026,high,clean,Fog-only,fog-8,216
10026,high,clean,DRL-OO,fog-1,201
10026,high,clean,DRL-OO,fog-2,238
10026,high,clean,DRL-OO,fog-3,54
10026,high,clean,DRL-OO,fog-4,171
10026,high,clean,DRL-OO,fog-5,237
10026,high,clean,DRL-OO,fog-6,69
10026,high,clean,DRL-OO,fog-7,95
10026,high,clean,DRL-OO,fog-8,202
10027,high,clean,DT-KF-CostAware,fog-1,145
10027,high,clean,DT-KF-CostAware,fog-2,241
10027,high,clean,DT-KF-CostAware,fog-3,132
10027,high,clean,DT-KF-CostAware,fog-4,240
10027,high,clean,DT-KF-CostAware,fog-5,232
10027,high,clean,DT-KF-CostAware,fog-6,52
10027,high,clean,DT-KF-CostAware,fog-7,237
10027,high,clean,DT-KF-CostAware,fog-8,237
10027,high,clean,DT-OPT,fog-1,158
10027,high,clean,DT-OPT,fog-2,213
10027,high,clean,DT-OPT,fog-3,135
10027,high,clean,DT-OPT,fog-4,231
10027,high,clean,DT-OPT,fog-5,237
10027,high,clean,DT-OPT,fog-6,56
10027,high,clean,DT-OPT,fog-7,231
10027,high,clean,DT-OPT,fog-8,269
10027,high,clean,SemiGreedy,fog-1,57
10027,high,clean,SemiGreedy,fog-2,130
10027,high,clean,SemiGreedy,fog-3,29
10027,high,clean,SemiGreedy,fog-4,159
10027,high,clean,SemiGreedy,fog-5,260
10027,high,clean,SemiGreedy,fog-6,5
10027,high,clean,SemiGreedy,fog-7,222
10027,high,clean,SemiGreedy,fog-8,296
10027,high,clean,Fog-only,fog-1,191
10027,high,clean,Fog-only,fog-2,227
10027,high,clean,Fog-only,fog-3,158
10027,high,clean,Fog-only,fog-4,224
10027,high,clean,Fog-only,fog-5,224
10027,high,clean,Fog-only,fog-6,96
10027,high,clean,Fog-only,fog-7,243
10027,high,clean,Fog-only,fog-8,241
10027,high,clean,DRL-OO,fog-1,131
10027,high,clean,DRL-OO,fog-2,186
10027,high,clean,DRL-OO,fog-3,66
10027,high,clean,DRL-OO,fog-4,201
10027,high,clean,DRL-OO,fog-5,263
10027,high,clean,DRL-OO,fog-6,14
10027,high,clean,DRL-OO,fog-7,235
10027,high,clean,DRL-OO,fog-8,236
10028,high,clean,DT-KF-CostAware,fog-1,129
10028,high,clean,DT-KF-CostAware,fog-2,248
10028,high,clean,DT-KF-CostAware,fog-3,129
10028,high,clean,DT-KF-CostAware,fog-4,200
10028,high,clean,DT-KF-CostAware,fog-5,128
10028,high,clean,DT-KF-CostAware,fog-6,250
10028,high,clean,DT-KF-CostAware,fog-7,180
10028,high,clean,DT-KF-CostAware,fog-8,251
10028,high,clean,DT-OPT,fog-1,135
10028,high,clean,DT-OPT,fog-2,236
10028,high,clean,DT-OPT,fog-3,144
10028,high,clean,DT-OPT,fog-4,227
10028,high,clean,DT-OPT,fog-5,91
10028,high,clean,DT-OPT,fog-6,234
10028,high,clean,DT-OPT,fog-7,218
10028,high,clean,DT-OPT,fog-8,238
10028,high,clean,SemiGreedy,fog-1,15
10028,high,clean,SemiGreedy,fog-2,241
10028,high,clean,SemiGreedy,fog-3,32
10028,high,clean,SemiGreedy,fog-4,154
10028,high,clean,SemiGreedy,fog-5,52
10028,high,clean,SemiGreedy,fog-6,269
10028,high,clean,SemiGreedy,fog-7,101
10028,high,clean,SemiGreedy,fog-8,307
10028,high,clean,Fog-only,fog-1,162
10028,high,clean,Fog-only,fog-2,208
10028,high,clean,Fog-only,fog-3,182
10028,high,clean,Fog-only,fog-4,242
10028,high,clean,Fog-only,fog-5,193
10028,high,clean,Fog-only,fog-6,209
10028,high,clean,Fog-only,fog-7,211
10028,high,clean,Fog-only,fog-8,220
10028,high,clean,DRL-OO,fog-1,44
10028,high,clean,DRL-OO,fog-2,260
10028,high,clean,DRL-OO,fog-3,87
10028,high,clean,DRL-OO,fog-4,165
10028,high,clean,DRL-OO,fog-5,75
10028,high,clean,DRL-OO,fog-6,246
10028,high,clean,DRL-OO,fog-7,150
10028,high,clean,DRL-OO,fog-8,275
10029,high,clean,DT-KF-CostAware,fog-1,106
10029,high,clean,DT-KF-CostAware,fog-2,106
10029,high,clean,DT-KF-CostAware,fog-3,244
10029,high,clean,DT-KF-CostAware,fog-4,252
10029,high,clean,DT-KF-CostAware,fog-5,106
10029,high,clean,DT-KF-CostAware,fog-6,106
10029,high,clean,DT-KF-CostAware,fog-7,242
10029,high,clean,DT-KF-CostAware,fog-8,251
10029,high,clean,DT-OPT,fog-1,132
10029,high,clean,DT-OPT,fog-2,110
10029,high,clean,DT-OPT,fog-3,238
10029,high,clean,DT-OPT,fog-4,254
10029,high,clean,DT-OPT,fog-5,148
10029,high,clean,DT-OPT,fog-6,64
10029,high,clean,DT-OPT,fog-7,228
10029,high,clean,DT-OPT,fog-8,242
10029,high,clean,SemiGreedy,fog-1,27
10029,high,clean,SemiGreedy,fog-2,19
10029,high,clean,SemiGreedy,fog-3,194
10029,high,clean,SemiGreedy,fog-4,273
10029,high,clean,SemiGreedy,fog-5,73
10029,high,clean,SemiGreedy,fog-6,22
10029,high,clean,SemiGreedy,fog-7,213
10029,high,clean,SemiGreedy,fog-8,278
10029,high,clean,Fog-only,fog-1,192
10029,high,clean,Fog-only,fog-2,190
10029,high,clean,Fog-only,fog-3,224
10029,high,clean,Fog-only,fog-4,209
10029,high,clean,Fog-only,fog-5,213
10029,high,clean,Fog-only,fog-6,186
