qos_regime,load,algorithm,mean_latency_ms_n,mean_latency_ms_mean,mean_latency_ms_sd,mean_latency_ms_ci95,p95_latency_ms_n,p95_latency_ms_mean,p95_latency_ms_sd,p95_latency_ms_ci95,dmr_pct_n,dmr_pct_mean,dmr_pct_sd,dmr_pct_ci95,throughput_tasks_s_n,throughput_tasks_s_mean,throughput_tasks_s_sd,throughput_tasks_s_ci95,energy_j_n,energy_j_mean,energy_j_sd,energy_j_ci95,monetary_cost_n,monetary_cost_mean,monetary_cost_sd,monetary_cost_ci95,run_cost_index_n,run_cost_index_mean,run_cost_index_sd,run_cost_index_ci95,fairness_n,fairness_mean,fairness_sd,fairness_ci95,rejection_rate_pct_n,rejection_rate_pct_mean,rejection_rate_pct_sd,rejection_rate_pct_ci95,network_failure_rate_pct_n,network_failure_rate_pct_mean,network_failure_rate_pct_sd,network_failure_rate_pct_ci95,mean_packet_loss_pct_n,mean_packet_loss_pct_mean,mean_packet_loss_pct_sd,mean_packet_loss_pct_ci95,mean_jitter_ms_n,mean_jitter_ms_mean,mean_jitter_ms_sd,mean_jitter_ms_ci95,p95_jitter_ms_n,p95_jitter_ms_mean,p95_jitter_ms_sd,p95_jitter_ms_ci95,retransmission_overhead_pct_n,retransmission_overhead_pct_mean,retransmission_overhead_pct_sd,retransmission_overhead_pct_ci95,retransmission_energy_j_n,retransmission_energy_j_mean,retransmission_energy_j_sd,retransmission_energy_j_ci95,sla_success_pct_n,sla_success_pct_mean,sla_success_pct_sd,sla_success_pct_ci95,decision_median_us_n,decision_median_us_mean,decision_median_us_sd,decision_median_us_ci95,decision_p95_us_n,decision_p95_us_mean,decision_p95_us_sd,decision_p95_us_ci95
clean,medium,DRL-OO,30,296.5956123275833,14.04105083135043,5.243008691392776,30,679.2965119808192,59.56914447509449,22.243459266197537,30,2.358747409427862,0.6270991639831074,0.23416241466681986,30,9.952222222222222,0.3822492862199566,0.1427340698357948,30,124.44470824855145,11.501433359342403,4.294701001428348,30,7.926620615161351,0.5382123759449118,0.20097157960526593,30,0.2923276012141442,0.009977902822383549,0.00372580598475036,30,0.5802332829460688,0.03129243018927868,0.01168477241680994,30,0.0,0.0,0.0,30,0.0,0.0,0.0,30,0.10079943051286407,0.004619686005678022,0.0017250171778593248,30,3.069539033408184,0.16146026191449633,0.060290185307365664,30,5.997391548565227,0.32082121815582365,0.11979647786891634,30,0.12197917139811829,0.04406109368680366,0.016452664400045103,30,0.002921909998661222,0.0011367154161562002,0.00042445603809368985,30,97.64125259057214,0.627099163983107,0.23416241466681975,30,296.3933333333333,67.93501424832071,25.36732289000486,30,512.7333333333332,236.64092961967586,88.36307664131563
clean,medium,DT-KF-CostAware,30,274.58793473078157,11.709223269518759,4.372290942389595,30,559.8735909980294,28.075953707536634,10.48372170116261,30,1.1900422080380615,0.5818562884275724,0.21726846615752177,30,9.952962962962964,0.3781233863475861,0.141193435224434,30,157.34287030491106,12.895537119111813,4.815267319218067,30,9.094780843504969,0.7233783733890882,0.2701136221497311,30,0.3204751146642474,0.010865480842696191,0.004057232694238372,30,0.716677358952637,0.07080291294102802,0.0264382126654571,30,0.0036873156342182895,0.02019625949502825,0.0075413988125184244,30,0.0,0.0,0.0,30,0.10053386515099963,0.004045705883977462,0.0015106897174071866,30,3.062664196475432,0.14036844589012848,0.05241438056445368,30,6.007170843811493,0.29388472948071687,0.10973823892829104,30,0.11520989677935131,0.05185352950343342,0.019362404504574077,30,0.002019531718799578,0.0010221373588909573,0.00038167193615573034,30,98.80995779196195,0.5818562884275723,0.21726846615752174,30,226.47666666666666,24.82860812871304,9.271144288102242,30,389.74366666666657,94.08020298122504,35.130085906192726
clean,medium,DT-OPT,30,298.13677114080707,16.066504779582523,5.999324780704684,30,672.4203803719637,56.16793196022588,20.973427059141216,30,2.5889621815557047,0.7904761720637214,0.29516832395587717,30,9.952222222222222,0.3809887206714158,0.14226336744987986,30,124.80168285173086,13.460506469740281,5.026230106212742,30,7.518865243140556,0.5627128355846291,0.21012019137065768,30,0.29315292236147705,0.010016671593142094,0.0037402824654983557,30,0.6213565280913083,0.029581765163115434,0.01104600031150499,30,0.0,0.0,0.0,30,0.0,0.0,0.0,30,0.10140773402506739,0.004441240770093532,0.0016583847062341844,30,3.052962031217411,0.1640003061857273,0.06123865236660112,30,6.010884785603313,0.32389057415206746,0.12094259295378972,30,0.12892726899834075,0.050851308533038875,0.018988169461799195,30,0.0027144423945823573,0.0011142761039488734,0.00041607707056875174,30,97.4110378184443,0.7904761720637224,0.29516832395587755,30,218.895,19.80427222282763,7.395028523018838,30,376.7851666666666,115.34048796769693,43.0687979231507
clean,medium,Fog-only,30,282.3794361583718,15.59350359567382,5.822703433195903,30,606.5542441115205,51.58405276996867,19.261780350965203,30,0.06236685256278995,0.08937665845136054,0.03337375547575437,30,9.952962962962964,0.3818206405643204,0.14257401109624446,30,131.2701833307874,16.09137224111563,6.008610433076217,30,7.773666105936818,0.6056906466541396,0.22616835184532552,30,0.28914514832927746,0.010996603260069161,0.004106194554869766,30,0.5966042616143185,0.03412893831715387,0.012743940775808434,30,0.0,0.0,0.0,30,0.0,0.0,0.0,30,0.10084971243186949,0.004866163376981665,0.0018170532380871872,30,3.0632849578153105,0.1759267196395778,0.06569204336608857,30,5.9879956771259595,0.3536795969924179,0.13206598446743142,30,0.12396036620102306,0.03697234287365009,0.013805684300699703,30,0.0032457704643889043,0.0013969029037945863,0.0005216115341790571,30,99.93763314743721,0.08937665845136018,0.03337375547575424,30,24.041666666666668,2.187585794705068,0.8168570481346896,30,37.87383333333332,9.835134036859314,3.6724953036372456
clean,medium,SemiGreedy,30,218.21809360712894,5.64711093388258,2.108663522640202,30,361.87731836927793,13.153950779932392,4.911760458223861,30,0.0,0.0,0.0,30,9.960370370370372,0.3791914425917457,0.1415922535349925,30,319.8962170437572,13.60941774208102,5.081834427036482,30,15.705042186755644,0.7703815049879585,0.2876648603337933,30,0.29198116635405374,0.008021507780411424,0.0029952768860339605,30,0.35723405750148074,0.028806820281104886,0.010756631460089695,30,0.0,0.0,0.0,30,0.0,0.0,0.0,30,0.09307514720384624,0.0054059745065407954,0.0020186218014364354,30,3.257507848746053,0.21418510091789156,0.07997794176287727,30,6.424963250675776,0.43166522779107586,0.1611862650641072,30,0.11195646460092644,0.055646103159434884,0.020778573200207984,30,0.0015237538289666155,0.0007974239499502788,0.00029776266395810505,30,100.0,0.0,0.0,30,229.72333333333333,29.704021942158434,11.091651692074949,30,401.4151666666666,140.95544875453365,52.63357079151824
impaired,high,DRL-OO,30,482.770394033916,16.4803480808021,6.153856236450452,30,1054.4521162275264,62.63636828068,23.388778178883573,30,25.364421107714165,2.392402172857449,0.8933366552303962,30,16.951851851851853,0.4644568490280376,0.1734308439930843,30,265.60649990313425,25.311871736911208,9.451597683538967,30,21.117281363078124,1.5310148054837764,0.5716896853531604,30,0.4449559715495069,0.018358799105882482,0.006855280593441039,30,0.7804612310224595,0.05514654672772602,0.020592035971281876,30,5.2230524004354075,2.1855876571644366,0.8161109321482183,30,0.008217196006299233,0.02131088536955924,0.007957606489423131,30,5.848379634671911,0.24920176618234086,0.09305336485836091,30,64.02557315475228,3.0834566063149444,1.1513803333255839,30,126.66344582209243,6.99187924147749,2.6108077004026837,30,6.896691953643246,0.7984728421783792,0.29815432631545413,30,0.2927554833077279,0.05409595051195786,0.020199737335191332,30,74.63557889228584,2.392402172857448,0.8933366552303958,30,583.7516666666667,195.93946174658188,73.16491573624955,30,1247.8636666666664,521.3552651089096,194.67703800104397
impaired,high,DT-KF-CostAware,30,475.6380948753065,14.226338580514273,5.3121961967257505,30,938.6694409388987,46.38026063060419,17.31865460186019,30,24.85872752161788,2.8148729505771515,1.0510896600481154,30,17.167407407407406,0.42207028253601137,0.1576034576254062,30,235.08041768551237,21.567760038859983,8.053524960192808,30,19.812032338536092,1.5256413086768195,0.5696831909105121,30,0.492571105351842,0.015167054921881485,0.005663465059232186,30,0.9317773969297388,0.0471631766700066,0.017610999929038442,30,4.00030286313375,1.6006267696811414,0.597683190945833,30,0.014429376488849465,0.026608000694588393,0.009935579649838405,30,5.981395568013803,0.20359521714952447,0.0760236185925332,30,63.04710598729199,2.637470250377693,0.9848464770987625,30,125.06892361189573,5.377548631089549,2.0080074169547144,30,6.734565301513746,0.6991759200771478,0.26107628765164587,30,0.2684877669601213,0.04076035627746372,0.015220150172083283,30,75.1412724783821,2.814872950577152,1.0510896600481157,30,367.70166666666665,109.91905602049529,41.04440422495918,30,769.9506666666665,270.1646186785884,100.8810138822367
impaired,high,DT-OPT,30,508.0123617351091,15.931278278562324,5.948830431765178,30,1103.7948324024874,61.07919733231916,22.80732164017414,30,27.539679904042558,2.379424620633931,0.888490763002089,30,17.06037037037037,0.47689648143889474,0.17807587388659,30,221.12926816340675,22.945908444079485,8.568133457333332,30,18.799710895806516,1.5601053965010139,0.582552278429213,30,0.4459135647140968,0.017441631247390555,0.00651280486913111,30,0.88089256043931,0.04161039386651871,0.0155375590698187,30,4.5712708818712935,2.0924403062810417,0.781329178551014,30,0.016484431243454816,0.03230296925476603,0.0120621134838697,30,5.97007934175279,0.2143035796278641,0.0800221823908468,30,63.048668795398825,2.769510910422153,1.0341512147957888,30,124.34523107280098,6.547269012481378,2.444787697846753,30,6.914786896189726,0.7011206191171785,0.26180244939633945,30,0.30522116923295545,0.049587288500076834,0.018516177151642648,30,72.46032009595744,2.3794246206339307,0.8884907630020887,30,363.085,115.21194573331002,43.02079951760424,30,770.9453333333332,373.2794352042941,139.38467616145445
impaired,high,Fog-only,30,697.4064600080732,206.45865345268365,77.09284208620451,30,1472.0026859864163,489.0376695570054,182.60946297416447,30,57.26311908982514,16.380606048415082,6.116611991060022,30,17.79703703703704,0.34943161698015673,0.13047976443357048,30,117.946705417384,12.633196414959379,4.717307799770545,30,13.940922156977118,0.8343566017895897,0.3115535273995606,30,0.4441044254760586,0.01433600504166305,0.005353146280580837,30,0.9888450417029969,0.008259777535733077,0.0030842481755088314,30,0.0,0.0,0.0,30,0.016325640392461586,0.03193878883365585,0.011926126431614857,30,6.199312061377435,0.19442419379215872,0.07259910601515011,30,61.82659412731423,2.328097439943256,0.86932490015477,30,122.1269832968097,5.4068025292421344,2.0189309898491783,30,7.965549433779765,0.6491110150899723,0.24238176577188503,30,0.5145456079723603,0.13074242943352768,0.04881997096138027,30,42.73688091017486,16.380606048415082,6.116611991060022,30,41.42333333333333,12.19130366521445,4.552302519510244,30,79.95416666666665,29.358850016334234,10.962762520683281
impaired,high,SemiGreedy,30,395.99124589753006,16.769775221984105,6.26192998641182,30,685.1426236452663,44.65923050714799,16.676012109940526,30,12.810895501660385,3.9587303001413714,1.4782125369262635,30,17.90037037037037,0.37912182964609786,0.1415662596629206,30,347.3983026448077,12.845289478931216,4.796504562971887,30,25.714382084565365,1.0104681702900604,0.3773145943875915,30,0.40798555435015355,0.010001393476675025,0.0037345775294229085,30,0.7490988348009406,0.04029376817429748,0.015045923505604804,30,0.0,0.0,0.0,30,0.008165080100524792,0.021174938120426177,0.0079068430090158,30,5.822586419338628,0.2519433864253633,0.09407710153842265,30,65.01625821163503,3.420835730636287,1.277359628063395,30,129.25124683032396,7.4529790871262165,2.782985020132793,30,6.552418263050637,0.7006361543364782,0.26162154747622,30,0.2200745520698901,0.037823453251820224,0.014123493784026775,30,87.18910449833962,3.9587303001413714,1.4782125369262635,30,411.68666666666667,124.69488688832415,46.561783984713635,30,787.6766666666664,270.9180014777767,101.16233132859698
impaired,low,DRL-OO,30,277.8315930903339,14.241109690465452,5.317711813668226,30,613.8956280398572,71.56433698520853,26.722532758691173,30,1.1547637466136549,0.6754964839566457,0.2522342507643589,30,4.9692592592592595,0.2295289813620186,0.08570743448350952,30,85.80183474940667,10.340462384714275,3.861187799066087,30,3.9100109023118836,0.38239589434278043,0.14278881414741557,30,0.2883943735856232,0.008865421889143337,0.003310399241192108,30,0.39244369185211586,0.0338668504347975,0.012646075661465635,30,0.0,0.0,0.0,30,0.0,0.0,0.0,30,3.874688124575298,0.22705043616225482,0.08478193152931777,30,37.947462294813064,2.5376443347183635,0.9475709092146624,30,73.7970262554363,6.157458579156045,2.2992302524341195,30,5.010479413113334,0.8027353201402195,0.29974595996661224,30,0.04618547949661056,0.01344625838764167,0.005020909790861991,30,98.84523625338635,0.6754964839566464,0.2522342507643591,30,266.57166666666666,10.513879851901953,3.9259428732143986,30,503.3539999999999,58.283483618934646,21.76338614887935
impaired,low,DT-KF-CostAware,30,262.3395175294894,11.080874795975813,4.137662028387423,30,541.4816133296139,46.94224011841572,17.52850095697782,30,0.42732533137566125,0.4747210201915323,0.17726354421378213,30,4.970370370370371,0.2305772889785682,0.0860988785435617,30,107.38681615091092,14.246138472884809,5.319589589786872,30,4.1326440201610035,0.3188347546548164,0.11905472103561286,30,0.31647659367718367,0.009097832765122313,0.003397182791609237,30,0.6914691846265819,0.14018291954391182,0.05234510396561647,30,0.0,0.0,0.0,30,0.0,0.0,0.0,30,3.8859135691013,0.16451827125900859,0.06143206348758276,30,38.66535833695684,2.2191066387120384,0.8286271115774901,30,75.58002346534725,5.39274017452492,2.0136800261649515,30,4.690542375692024,0.8674926477164736,0.32392671647776966,30,0.03612628590811837,0.007013155290521491,0.0026187522988088893,30,99.57267466862434,0.4747210201915323,0.17726354421378213,30,209.67666666666668,4.7692031672570545,1.7808477411901642,30,407.05866666666657,39.8112851556832,14.865761586783464
impaired,low,DT-OPT,30,273.41023118466563,13.813776797789219,5.158143267315771,30,571.1892607201438,58.32984900047426,21.78069924754353,30,1.566890428416363,0.5962356142062615,0.22263778864909087,30,4.9692592592592595,0.22941767089036305,0.08566587051672792,30,93.93563230701913,13.34413855902696,4.982777662759799,30,3.6200811074006025,0.33588581021999114,0.12542168271101864,30,0.2877977287736172,0.00840184492050689,0.0031372969495699183,30,0.38976906338772027,0.035866779166224785,0.013392860488825375,30,0.0,0.0,0.0,30,0.007309941520467836,0.04003819864803845,0.014950492382711962,30,3.94636197562951,0.1975267723519589,0.07375762659527942,30,38.59373496782657,2.0449985423288983,0.7636141525373826,30,75.79888723675508,5.3056685427520245,1.9811669808350574,30,4.974982281433686,0.815610393963397,0.3045535861740839,30,0.04425462362218098,0.01352485787651242,0.005050259289573887,30,98.43310957158364,0.596235614206261,0.22263778864909073,30,205.25,4.6020235429270855,1.7184219132436738,30,397.0688333333332,39.798093410478835,14.86083571367098
impaired,low,Fog-only,30,255.30436446828577,11.30316771689007,4.220667476511454,30,514.8112158211067,52.61351411356145,19.646187104899777,30,0.029462365750556493,0.07641753586019598,0.02853474497758032,30,4.9692592592592595,0.2295289813620186,0.08570743448350952,30,110.51748895144952,17.215965122056144,6.428539847182788,30,3.92681004241758,0.38336116239898277,0.14314925076067053,30,0.28685572990346925,0.011372173331532254,0.004246434567712069,30,0.354788125127028,0.022845320585442887,0.008530573375583415,30,0.0,0.0,0.0,30,0.0,0.0,0.0,30,3.9055350555578143,0.24323268619397304,0.09082447624920108,30,39.464444934197864,2.6741131289728215,0.9985291375534169,30,77.7186793273021,5.9570636409044075,2.224401636286777,30,5.006536392034546,0.7563196075904602,0.28241406741536423,30,0.049358368555334556,0.017242204956188296,0.006438337951332401,30,99.97053763424944,0.07641753586019677,0.028534744977580614,30,22.009999999999998,1.181568215667577,0.4412043299769711,30,39.91866666666667,6.633566021448755,2.4770114945904362
