seed,load,qos_regime,algorithm,arrived_tasks,completed_tasks,mean_latency_ms,p95_latency_ms,dmr_pct,throughput_tasks_s,energy_j,monetary_cost,run_cost_index,fairness,rejection_rate_pct,network_failure_rate_pct,mean_packet_loss_pct,mean_jitter_ms,p95_jitter_ms,retransmission_bytes,retransmission_overhead_pct,retransmission_energy_j,sla_success_pct,local_pct,fog_pct,cloud_pct,decision_median_us,decision_p95_us,decision_p99_us,cpu_s,cpu_utilization_pct,wall_s,peak_memory_kib,simulator_throughput_tasks_s,policy_seed
10002,low,clean,DT-KF-CostAware,467,466,219.85804560689172,512.675387494235,0.21413276231263384,5.177777777777778,97.99326171382174,3.7716366019506,0.24848478999539714,0.369771915361363,0.0,0.0,0.07600562310540049,2.327260340231319,4.34538467257827,7300.000000000015,0.06009821695176422,0.0006605946982876657,99.78586723768737,0.0,99.57173447537473,0.4282655246252677,465.65,656.8649999999999,852.3609999999992,0.6875,95.91588086957717,0.7167738999705762,nan,795.2298486641306,
10002,low,clean,DT-OPT,467,466,219.93948236541823,512.675387494235,0.21413276231263384,5.177777777777778,97.91658415399974,3.769545766015511,0.24853203030779059,0.37003629963700363,0.0,0.0,0.07602449579249193,2.3303444966719513,4.34538467257827,7300.000000000015,0.06009821695176422,0.0006605946982876657,99.78586723768737,0.0,99.57173447537473,0.4282655246252677,495.6,670.3549999999999,817.6149999999997,0.75,101.45147298502624,0.7392697000177577,nan,771.0311946861995,
10002,low,clean,SemiGreedy,467,466,167.22140731828418,278.64555949249024,0.0,5.177777777777778,238.5208329421668,8.704033032309361,0.2706673713196738,0.22030305431657118,0.0,0.0,0.07551182423930033,2.9534473864566504,5.743639682743725,7300.0,0.0600982169517641,0.0006605946982876657,100.0,0.0,59.95717344753747,40.04282655246253,519.3,713.1199999999994,845.8919999999998,0.734375,100.20589027417783,0.7328660999774002,nan,777.7682717451079,
10002,low,clean,Fog-only,467,465,213.99569953496078,469.0438650144611,0.0,5.166666666666667,107.65753672679514,4.028860763285343,0.25046929384172995,0.3437861712817512,0.0,0.0,0.0790891505643661,2.6006931742159534,5.1162924816484905,14600.000000000015,0.12019643390352831,0.0021137626112930187,100.0,0.0,100.0,0.0,53.95,79.87499999999997,125.27899999999995,0.453125,102.00438476377452,0.4442210999550298,nan,1283.1448124767223,
10002,low,clean,DRL-OO-2025,467,466,222.5994524719925,546.9720487362906,0.21413276231263384,5.177777777777778,95.08506294976345,3.7579081704034025,0.24671508208063347,0.37345619050262274,0.0,0.0,0.0769597661544643,2.522126031962369,4.921366453999803,10220.000000000062,0.08413750373247025,0.001475438785879933,99.78586723768737,0.0,99.57173447537473,0.4282655246252677,769.95,1179.215,1465.4559999999994,0.921875,101.49779086161293,0.908270999963861,nan,627.5660018019728,503
10003,low,clean,DT-KF-CostAware,439,438,216.62621344083604,431.0960361630773,0.0,4.866666666666666,78.3962981889041,3.569433669475497,0.24764759634805003,0.35448941579943233,0.0,0.0,0.08310252226392152,2.329815999947056,4.777655922596296,2919.999999999886,0.06807164680699418,0.0007761605209174514,100.0,0.0,100.0,0.0,618.45,1070.5649999999998,1353.0189999999998,0.921875,99.47103797025153,0.9267773000174202,nan,591.2963124902816,
10003,low,clean,DT-OPT,439,438,216.62621344083604,431.0960361630773,0.0,4.866666666666666,78.3962981889041,3.569433669475497,0.24764759634805003,0.35448941579943233,0.0,0.0,0.08310252226392152,2.329815999947056,4.777655922596296,2919.999999999886,0.06807164680699418,0.0007761605209174514,100.0,0.0,100.0,0.0,559.0,798.6099999999997,1091.7739999999985,0.78125,100.50825982316812,0.7772992999525741,nan,705.0051377036305,
10003,low,clean,SemiGreedy,439,438,166.67462228876698,272.08509200382645,0.0,4.866666666666666,219.18365151280992,7.91462439679749,0.27082298494116636,0.2912069479648129,0.0,0.0,0.07136813408516034,2.666289427176903,5.447436189887166,1460.0000000000007,0.03403582340349843,8.33522962376376e-05,100.0,0.0,57.1753986332574,42.8246013667426,564.95,821.9799999999999,1069.5919999999992,0.75,98.53517606848986,0.7611495000310242,nan,719.963686473766,
10003,low,clean,Fog-only,439,438,210.51503374837537,423.28214324573514,0.0,4.866666666666666,100.59598345934923,3.56091704542561,0.25718918373966987,0.38367572237688397,0.0,0.0,0.07653903673553897,2.2569044275498413,4.65470430474126,5839.9999999998845,0.13614329361399097,0.0008579025922693511,100.0,0.0,100.0,0.0,59.3,86.34999999999988,117.21799999999999,0.4375,101.87524974662824,0.42944679997162893,nan,1276.060271112052,
10003,low,clean,DRL-OO-2025,439,438,220.41792040896422,471.3653156192811,0.22779043280182232,4.866666666666666,75.8625945582879,3.590799505115148,0.2484452733331563,0.3312955901856764,0.0,0.0,0.08386365970737587,2.4629988472267104,5.0150425015142535,5840.000000000059,0.13614329361399505,0.0016800833364829135,99.77220956719817,0.0,100.0,0.0,711.5,1027.3299999999997,1475.0519999999992,0.859375,100.79364697848958,0.8526082999887876,nan,642.7335976053794,504
10004,low,clean,DT-KF-CostAware,460,454,200.24863889884017,466.85043280784834,0.43478260869565216,5.044444444444444,97.89687795233938,3.4655219299627653,0.23134268402077227,0.3195953656842314,0.0,0.0,0.08261229207747768,2.0504511672954204,3.8475932211953596,4380.000000000002,0.17170417174494176,0.0014287581793816307,99.56521739130434,0.0,100.0,0.0,528.95,739.1099999999997,870.801,0.71875,100.77079316967867,0.713252299989108,nan,757.0953504226293,
10004,low,clean,DT-OPT,460,454,200.2703259137035,466.85043280784834,0.43478260869565216,5.044444444444444,97.92112306335285,3.4642421992497,0.2312715470634877,0.3199684558257371,0.0,0.0,0.08261637019289343,2.050518823228654,3.8475932211953596,4380.000000000002,0.17170417174494176,0.0014287581793816307,99.56521739130434,0.0,100.0,0.0,455.95,711.5049999999993,862.2620000000001,0.671875,99.79778276911398,0.6732364000054076,nan,802.0956680233905,
10004,low,clean,SemiGreedy,460,457,159.64070208220306,263.11121028343115,0.0,5.0777777777777775,219.86620702467326,7.941382672336114,0.25186726517552477,0.20125383828045035,0.0,0.0,0.0730931366375923,2.2292154779170645,4.333746331793863,1460.0000000000018,0.05723472391498063,8.277524781204297e-05,100.0,0.0,62.82608695652174,37.17391304347826,571.6500000000001,970.0549999999998,1105.595,0.78125,100.3268761991102,0.7787046000012197,nan,693.4593682882497,
10004,low,clean,Fog-only,460,456,195.02318339521935,414.842426552647,0.0,5.066666666666666,104.33796904431851,3.6999380403020625,0.23073168126261914,0.30434884428936093,0.0,0.0,0.08207581585842146,2.0498644289431045,4.069468402117629,5840.000000000002,0.22893889565992234,0.001593384914944844,100.0,0.0,100.0,0.0,52.5,89.01499999999999,117.57600000000002,0.40625,101.00148723844345,0.4022218000027351,nan,1342.542845754079,
10004,low,clean,DRL-OO-2025,460,454,206.40761294312304,468.49811920574894,0.21739130434782608,5.044444444444444,92.46371323849914,3.5536194067562374,0.23152889360108855,0.32572060682680154,0.0,0.0,0.08241965999860278,2.071950921675644,3.860693444011351,4380.000000000049,0.1717041717449436,0.0014287581793816307,99.78260869565217,0.0,100.0,0.0,770.35,1233.3249999999998,1476.597,0.90625,99.30476256334578,0.9125946999993175,nan,591.7194127912466,505
