qos_regime,load,metric,comparator,n_pairs,mean_improvement,improvement_sd,improvement_ci95,normality_test,normality_p,test,statistic,raw_p,holm_p,effect_name,effect_size,effect_ci95_low,effect_ci95_high
clean,high,throughput_tasks_s,DT-OPT,30,0.018148148148148024,0.03909178960802487,0.014597097833970294,Jarque-Bera,0.7531742116116353,paired_t,2.542771824302906,0.01659450913718885,0.1991341096462662,cohens_dz,0.46424449558642156,0.12768723856320294,0.8917916104134189
clean,high,throughput_tasks_s,Fog-only,30,0.01000000000000026,0.08608360702766313,0.032144111238793203,Jarque-Bera,0.030283171449426036,wilcoxon_signed_rank,212.5,0.6804921450620367,1.0,rank_biserial,0.08602150537634409,-0.37215053763440864,0.4366666666666666
clean,high,throughput_tasks_s,SemiGreedy,30,-0.09703703703703681,0.051452576944091256,0.019212686525576846,Jarque-Bera,0.5529963418033801,paired_t,-10.329778847889743,3.1450841930791285e-11,6.919185224774083e-10,cohens_dz,-1.885950963009646,-2.487710460828703,-1.5119244763518616
clean,high,energy_j,DRL-OO,30,51.31139862400581,11.885961038758133,4.438285836315229,Jarque-Bera,0.5685140573186864,paired_t,23.645046784070498,0.0,0.0,cohens_dz,4.316975165633465,3.512269645847746,5.852157453522684
clean,high,energy_j,DT-OPT,30,-36.38437437513893,6.816114590184382,2.5451761742841534,Jarque-Bera,0.8473726335424967,paired_t,-29.237393712064108,0.0,0.0,cohens_dz,-5.337993352919072,-7.193935029158783,-4.45466151132584
clean,high,energy_j,Fog-only,30,-107.17254650535685,25.19530729169325,9.40807185297787,Jarque-Bera,0.6313209547564692,paired_t,-23.29831527222878,0.0,0.0,cohens_dz,-4.253670942155606,-5.7809238292755705,-3.589308895585285
clean,high,energy_j,SemiGreedy,30,144.04712293312565,8.26774479789779,3.0872231967716934,Jarque-Bera,0.8093352867511544,paired_t,95.42851225191873,0.0,0.0,cohens_dz,17.42278292984467,14.580075579308954,23.57053480530417
clean,high,run_cost_index,DRL-OO,30,-0.05399856729026765,0.003423276933449183,0.001278271187156742,Jarque-Bera,0.9699060528599022,paired_t,-86.39743132916841,0.0,0.0,cohens_dz,-15.773940683163026,-21.039280800269488,-12.810530716454025
clean,high,run_cost_index,DT-OPT,30,-0.03507154979732328,0.002992431609310789,0.0011173910788061707,Jarque-Bera,0.4834443073869763,paired_t,-64.19354377520422,0.0,0.0,cohens_dz,-11.720083990624897,-15.496745325632595,-9.888149296373875
clean,high,run_cost_index,Fog-only,30,-0.0011176862047019862,0.012877755135067611,0.004808627424667881,Jarque-Bera,0.45033937102755395,paired_t,-0.4753793965693388,0.6380777822496291,1.0,cohens_dz,-0.08679200629140695,-0.5288887692837604,0.28339065494358057
clean,high,run_cost_index,SemiGreedy,30,-0.0695166371789052,0.0040036147282757634,0.0014949726391182859,Jarque-Bera,0.5572688684085196,paired_t,-95.10363231475769,0.0,0.0,cohens_dz,-17.363468239823348,-21.776979955858337,-15.04591981543368
clean,high,fairness,DRL-OO,30,0.14570992595937007,0.025509654176291818,0.00952545077766509,Jarque-Bera,0.8107303627593364,paired_t,31.285650816280828,0.0,0.0,cohens_dz,5.711952226102308,4.698326824661483,7.735172615433402
clean,high,fairness,DT-OPT,30,0.0031796017549866273,0.01392311727912718,0.005198971628444984,Jarque-Bera,0.6385970006694168,paired_t,1.2508259250965417,0.2209959167755713,1.0,cohens_dz,0.22836852489588105,-0.11766384033584945,0.709019521513469
