algorithm,mean_latency_ms_n,mean_latency_ms_mean,mean_latency_ms_sd,mean_latency_ms_ci95,dmr_pct_n,dmr_pct_mean,dmr_pct_sd,dmr_pct_ci95,energy_j_n,energy_j_mean,energy_j_sd,energy_j_ci95,fairness_n,fairness_mean,fairness_sd,fairness_ci95,sla_success_pct_n,sla_success_pct_mean,sla_success_pct_sd,sla_success_pct_ci95,calibration_score,passes_energy_guardrail,passes_fairness_guardrail
Balanced-50-wide,32,375.09104476434584,68.95064183516452,24.85933603176358,32,10.373837750793315,8.982575726536291,3.238561128271414,32,212.7627446982262,40.61631226133119,14.643729601375973,32,0.8251641760502483,0.11972036289695909,0.043163756737973596,32,89.62616224920669,8.982575726536291,3.238561128271414,0.8529799209310217,False,True
Balanced-48-wide,32,386.72856733164684,67.99413197523934,24.51447774774035,32,10.940588325274856,9.155009993116424,3.3007302576981408,32,195.3541090269935,45.69636239192682,16.475281417189176,32,0.8385216896231293,0.11009490285523228,0.039693411295655075,32,89.05941167472514,9.155009993116424,3.3007302576981408,0.8641688035501096,True,True
Baseline-40,32,419.61029222856797,73.6461073565293,26.552230428602062,32,13.921864669645595,9.401067205539144,3.3894432669443555,32,168.03964962072453,52.003787382566614,18.749348679859548,32,0.7728388787618494,0.13626406083636416,0.04912839079122648,32,86.0781353303544,9.401067205539144,3.3894432669443555,0.9500000000000001,True,True
Balanced-48,32,387.26805648392593,69.85911236184751,25.18687430402152,32,12.131079308593248,9.084232876989079,3.2752124080256877,32,201.76247253235888,46.080049736984606,16.613615338209506,32,0.7516393961305939,0.14189476447349303,0.051158474197053064,32,87.86892069140676,9.084232876989077,3.2752124080256872,0.9533957870344723,True,False
Reweight-48,32,405.10341294390366,69.0654691705825,24.90073566548435,32,13.577533168126589,9.258619361969124,3.338085386639589,32,183.64539287094888,54.70006741149788,19.721460461431853,32,0.7488559564100853,0.13315654450037914,0.04800801263716776,32,86.42246683187341,9.258619361969126,3.3380853866395896,0.9996735962563792,True,False
Deadline-48,32,389.9622810750343,70.19592093022698,25.308306638179317,32,12.965031861125315,9.113274978879609,3.2856831933693744,32,202.8000491469747,47.13806052742767,16.995068578742536,32,0.729741312466425,0.1430648981583078,0.051580352017167305,32,87.03496813887469,9.113274978879609,3.2856831933693744,1.0329223615403045,True,False
