seed,load,algorithm,arrived_tasks,completed_tasks,mean_latency_ms,p95_latency_ms,dmr_pct,throughput_tasks_s,energy_j,monetary_cost,run_cost_index,fairness,rejection_rate_pct,local_pct,fog_pct,cloud_pct,decision_median_us,decision_p95_us,decision_p99_us,cpu_s,cpu_utilization_pct,wall_s,peak_memory_kib,simulator_throughput_tasks_s
3000,high,Reference,1622,1544,425.7876472161977,882.8681080189525,12.577065351418003,17.155555555555555,248.3262402952947,21.268315124080743,0.4164017359995496,0.9363219236624234,4.007398273736128,0.0,75.77065351418003,20.22194821208385,156.1,275.20000000000005,488.4899999999983,0.734375,100.45343741346306,0.7310600999917369,nan,2723.4422997815145
3000,high,Refresh-2s,1622,1550,422.55904067140455,899.2657698732712,12.5154130702836,17.22222222222222,247.74522970724433,21.25281001493211,0.4132636028943233,0.9302216120808001,3.6374845869297165,0.0,76.69543773119605,19.66707768187423,148.4,276.15,492.9699999999997,0.703125,99.1779986391446,0.708952600019984,nan,2808.368288576525
3000,high,Refresh-5s,1622,1543,426.52020299153065,916.257179564159,13.070283600493218,17.144444444444446,264.7180649981402,22.123094127601984,0.41738461719160624,0.9275182722426774,4.192355117139334,0.0,72.25647348951911,23.551171393341555,143.1,268.35,410.9699999999996,0.640625,94.93669010151832,0.6747918000037316,nan,2950.5397071941147
3000,high,Refresh-15s,1622,1585,429.71666559713617,927.7641858929195,11.713933415536374,17.61111111111111,232.31087801077345,20.583166319759044,0.40080006989728223,0.937049040254091,1.6029593094944512,0.0,81.87422934648582,16.52281134401973,142.6,257.15,462.7899999999999,0.65625,97.98986758589065,0.6697121000033803,nan,2972.9192588725073
3000,high,Refresh-30s,1622,1587,428.1198756961135,896.4304061624414,10.974106041923552,17.633333333333333,229.70936557471413,20.50414067363862,0.39981397013182235,0.9372036612885505,1.4180024660912454,0.0,82.67570900123305,15.90628853267571,143.7,253.5,414.09999999999684,0.65625,97.66294979613244,0.6719538999896031,nan,2963.000884481519
3000,high,Latency-dominant,1622,1542,376.2855667103682,725.5257896245009,9.926017262638718,17.133333333333333,312.67843586367144,24.486732311187325,0.48550730629904837,0.8434411087196496,4.192355117139334,0.0,71.9482120838471,23.859432799013565,146.6,274.95,437.5799999999996,0.65625,96.02436451048085,0.6834202999889385,nan,2913.2877674722645
3000,high,Energy-dominant,1622,1551,452.09617654083706,947.1026984027321,14.488286066584463,17.233333333333334,230.89458150756428,20.671733298833313,0.24964840383105458,0.9643952515898924,3.4525277435265105,0.0,76.51048088779285,20.036991368680642,140.1,268.15,410.57999999999936,0.671875,100.47250302480653,0.6687152999802493,nan,2977.350750100685
3000,high,Cost-dominant,1622,1542,450.0245468382339,928.0629205360049,15.04315659679408,17.133333333333333,239.4343327509977,20.71816684640158,0.2777470857130933,0.9128137253933605,4.007398273736128,0.0,75.70900123304563,20.28360049321825,143.0,236.1,402.1,0.671875,98.46000131844355,0.6823836999828927,nan,2917.7133041863603
3000,high,Accuracy-dominant,1622,1548,436.53945554833365,926.7634482743614,13.871763255240444,17.2,245.92811246446405,21.23118493161621,0.2804538558006693,0.9400994187979089,3.6991368680641186,0.0,76.20221948212084,20.098643649815042,144.3,239.8,449.2799999999985,0.65625,96.791550015429,0.6780033999821171,nan,2936.5634450395296
3000,high,Price-x0.5,1622,1544,425.7876472161977,882.8681080189525,12.577065351418003,17.155555555555555,248.3262402952947,10.634157562040372,0.4018308220067495,0.9363219236624234,4.007398273736128,0.0,75.77065351418003,20.22194821208385,142.3,242.8,410.3099999999996,0.65625,98.93546196528105,0.6633112000126857,nan,3001.607691777136
3000,high,Price-x2,1622,1544,425.7876472161977,882.8681080189525,12.577065351418003,17.155555555555555,248.3262402952947,42.53663024816149,0.4414148271567281,0.9363219236624234,4.007398273736128,0.0,75.77065351418003,20.22194821208385,143.3,251.05,431.6999999999991,0.65625,98.17833374451779,0.6684264999930747,nan,2978.6371426336746
3000,high,LHS-0.30,1622,1588,443.56641605531246,929.1078481217596,14.67324290998767,17.644444444444446,223.21958983097952,20.139296274349867,0.4013924008346974,0.9259146122331632,1.2946979038224413,0.0,84.71023427866831,13.995067817509248,147.5,253.75,473.5699999999993,0.6875,100.5605353972098,0.6836677999817766,nan,2912.233105103196
