seed,load,algorithm,arrived_tasks,completed_tasks,mean_latency_ms,p95_latency_ms,dmr_pct,throughput_tasks_s,energy_j,monetary_cost,run_cost_index,fairness,rejection_rate_pct,local_pct,fog_pct,cloud_pct,decision_median_us,decision_p95_us,decision_p99_us,cpu_s,cpu_utilization_pct,wall_s,peak_memory_kib,simulator_throughput_tasks_s,task_count,fog_nodes
4002,high,SemiGreedy,50,49,268.35677705855073,402.60770657831756,0.0,0.5444444444444444,20.29448926693173,1.355873270711751,0.33736152139886505,0.2,0.0,0.0,36.0,64.0,701.4,1027.6999999999998,1131.3269999999998,0.078125,103.0146877584585,0.07583869999507442,46.703125,659.2940016541344,50,5
4002,high,Fog-only,50,49,400.00814160237445,881.7763924760372,0.0,0.5444444444444444,6.746954472605282,0.6344190275610464,0.3638279740989326,0.2,0.0,0.0,100.0,0.0,39.2,64.05999999999997,72.261,0.046875,108.94347488017475,0.04302690000622533,41.765625,1162.0637320551973,50,5
4003,high,DT-KF-CostAware,50,49,320.7784703910136,477.9111014811156,0.0,0.5444444444444444,4.072012966496956,0.4042689530430783,0.3228498004796075,0.424580017683466,0.0,0.0,100.0,0.0,638.0,948.6149999999999,1465.3439999999996,0.078125,101.76925443072341,0.07676679998985492,46.1484375,651.3232283566298,50,5
4003,high,DT-OPT,50,49,325.59282000522313,477.9111014811156,0.0,0.5444444444444444,3.929990521540675,0.3856134783592156,0.319809281511474,0.4393412625800549,0.0,0.0,100.0,0.0,688.8,1131.655,1303.5979999999997,0.078125,96.54072197817175,0.08092439998290502,46.27734375,617.8606206602992,50,5
4003,high,SemiGreedy,50,49,239.65375683108,297.8829280083545,0.0,0.5444444444444444,13.496891200471124,0.9031348650867582,0.31484463954080105,0.2,0.0,0.0,50.0,50.0,701.0,1097.715,1763.4849999999979,0.078125,92.21226820738886,0.08472300000721589,46.46484375,590.1585165272887,50,5
4003,high,Fog-only,50,49,301.4933068582838,477.9111014811156,0.0,0.5444444444444444,4.595023951989601,0.42232540398243873,0.32138920446689445,0.2,0.0,0.0,100.0,0.0,38.55,69.285,97.84099999999991,0.03125,68.73781968163625,0.045462599984603,41.765625,1099.80511490618,50,5
4004,high,DT-KF-CostAware,50,49,361.03971497049673,863.2141253468359,0.0,0.5444444444444444,5.799234439618738,0.41495034852625057,0.32530186417759077,0.2360655737704918,0.0,0.0,98.0,2.0,624.3499999999999,1049.0099999999998,1263.3039999999994,0.078125,98.53891230429471,0.07928340000216849,45.5234375,630.6490387474861,50,5
4004,high,DT-OPT,50,49,360.7839106007255,863.2141253468359,0.0,0.5444444444444444,5.793384517213441,0.41470352616881906,0.3259161593440936,0.22654867256637168,0.0,0.0,98.0,2.0,624.1500000000001,874.5099999999999,1203.721999999999,0.078125,100.44355876535026,0.07777999999234453,45.73828125,642.8387760982416,50,5
4004,high,SemiGreedy,50,49,256.4545743891874,412.17548741190404,0.0,0.5444444444444444,16.773397499072523,1.0893173382432029,0.3188229116903565,0.2,0.0,0.0,40.0,60.0,718.4,1218.235,1326.5229999999997,0.078125,87.44908362841299,0.08933770001749508,46.46484375,559.6741352218431,50,5
4004,high,Fog-only,50,49,372.13029641291877,991.8234928442284,0.0,0.5444444444444444,4.700012594386131,0.352733227828978,0.32556571645831694,0.2083297180043384,0.0,0.0,100.0,0.0,41.4,60.669999999999995,71.07499999999999,0.046875,102.85672911985571,0.04557309998199344,41.765625,1097.1384439451276,50,5
4005,high,DT-KF-CostAware,50,49,297.8614864999013,494.7700944653597,0.0,0.5444444444444444,7.635741670740154,0.5469383112338574,0.31094362325712194,0.29728555917481,0.0,0.0,76.0,24.0,652.75,855.5149999999998,1013.7919999999998,0.078125,97.46157053523612,0.08015979998162948,45.20703125,623.7540514255112,50,5
4005,high,DT-OPT,50,49,311.05103320464207,616.0567597327872,2.0,0.5444444444444444,7.003889735925988,0.5143769766876601,0.31354441254477405,0.3260450160771704,0.0,0.0,80.0,20.0,656.35,796.0149999999999,1114.8419999999999,0.078125,101.9929920365093,0.07659839998814277,45.46484375,652.7551490336596,50,5
4005,high,SemiGreedy,50,49,246.8712591954015,310.6374310608684,0.0,0.5444444444444444,13.836921240384093,0.9042018275060603,0.3014127977484057,0.2,0.0,0.0,40.0,60.0,687.3499999999999,956.8349999999998,1233.494,0.09375,118.30966719186704,0.079241200000979,46.2890625,630.9848916899575,50,5
4005,high,Fog-only,50,49,308.30380761472406,533.9971000200023,0.0,0.5444444444444444,4.436952463724552,0.31393985516732825,0.2959925347085881,0.2,0.0,0.0,100.0,0.0,36.45,43.82499999999999,49.202,0.03125,77.67217122522197,0.04023320000851527,41.765625,1242.7547396035516,50,5
4006,high,DT-KF-CostAware,50,49,350.2555343083132,681.3082708493243,0.0,0.5444444444444444,4.150724045149656,0.4056933425124112,0.318189379275162,0.39901477832512317,0.0,0.0,92.0,8.0,566.55,736.4499999999999,957.2019999999993,0.078125,115.31535519301823,0.06774900000891648,45.33203125,738.0182732353168,50,5
4006,high,DT-OPT,50,49,354.2507489056217,681.3082708493243,0.0,0.5444444444444444,3.170456123017639,0.34837332825371153,0.31767495276202284,0.39916874480465503,0.0,0.0,100.0,0.0,591.85,756.8599999999999,837.2699999999998,0.0625,90.2670460237342,0.06923900000401773,45.41796875,722.1363681898736,50,5
4006,high,SemiGreedy,50,49,252.52038205332312,340.9425914311469,0.0,0.5444444444444444,14.820300576360939,1.016052743047311,0.319639602336381,0.2,0.0,0.0,40.0,60.0,633.5,791.755,846.4209999999998,0.078125,110.59175260799091,0.07064269998227246,46.37890625,707.7872166911418,50,5
4006,high,Fog-only,50,49,342.5234527416341,669.0798705508497,0.0,0.5444444444444444,3.2342474112173547,0.4003850822677488,0.33748472692167847,0.2,0.0,0.0,100.0,0.0,35.900000000000006,43.629999999999995,62.204,0.03125,78.9109530901476,0.03960160000133328,41.765625,1262.5752494423616,50,5
4007,high,DT-KF-CostAware,50,49,397.5244886079301,732.2128905755426,0.0,0.5444444444444444,5.455216817390334,0.470705442924377,0.3396434710182054,0.40950455005055614,0.0,0.0,92.0,8.0,576.6,807.1999999999998,1001.6979999999998,0.0625,91.79540051563436,0.06808620001538657,46.18359375,734.3632041250748,50,5
4007,high,DT-OPT,50,49,395.1940591860302,684.5048621357079,0.0,0.5444444444444444,5.316445768231029,0.4565640643515653,0.33864897389836385,0.3854280510018215,0.0,0.0,94.0,6.0,549.4000000000001,750.995,933.0209999999994,0.0625,94.99129878827964,0.06579550000606105,46.0234375,759.9303903062371,50,5
4007,high,SemiGreedy,50,49,265.1614829612973,344.0922055093665,0.0,0.5444444444444444,18.700909999853042,1.2239160340657298,0.32138465984624587,0.2,0.0,0.0,28.0,72.0,750.35,1077.5549999999996,1301.2579999999996,0.09375,112.01961507624314,0.0836907000048086,47.0234375,597.4379470732968,50,5
4007,high,Fog-only,50,49,386.94246195574954,684.5048621357079,0.0,0.5444444444444444,4.231080222509636,0.3518684079952399,0.3164979056736785,0.2083297180043384,0.0,0.0,100.0,0.0,47.95,105.73499999999994,138.86799999999994,0.03125,54.09438213812924,0.05776940000941977,41.765625,865.5101142100679,50,5
4008,high,DT-KF-CostAware,50,49,365.05048175354574,832.6200701659106,0.0,0.5444444444444444,5.011259015037105,0.47602574321261026,0.3513193693348811,0.4755056179775281,0.0,0.0,94.0,6.0,604.0,938.4799999999999,1881.976999999998,0.0625,82.31655916968528,0.07592640002258122,45.87109375,658.5324733574822,50,5
4008,high,DT-OPT,50,49,364.80019330118773,832.6200701659106,0.0,0.5444444444444444,4.938041024324565,0.47001201148475313,0.3499809646106869,0.4744394618834081,0.0,0.0,94.0,6.0,587.15,936.4849999999991,1364.132999999999,0.0625,85.43083111100921,0.07315859998925589,45.78515625,683.4466488880737,50,5
4008,high,SemiGreedy,50,49,260.2927332702956,379.974788243158,0.0,0.5444444444444444,16.965356273106643,1.1191246882247403,0.3413302769846531,0.2,0.0,0.0,36.0,64.0,645.2,715.51,1166.896999999999,0.078125,109.02374728172359,0.07165870000608265,46.484375,697.751982603031,50,5
4008,high,Fog-only,50,49,359.28323061723995,816.9497019186233,0.0,0.5444444444444444,3.964283307932979,0.37096164272083887,0.339773313600559,0.2,0.0,0.0,100.0,0.0,34.349999999999994,58.239999999999995,70.03299999999996,0.046875,125.2033301823093,0.03743910000775941,41.765625,1335.5021886112993,50,5
