seed,load,algorithm,fog_node_id,completed_tasks
1021,low,SemiGreedy,fog-6,0
1021,low,SemiGreedy,fog-7,1
1021,low,SemiGreedy,fog-8,75
1021,low,Fog-only,fog-1,0
1021,low,Fog-only,fog-2,1
1021,low,Fog-only,fog-3,233
1021,low,Fog-only,fog-4,0
1021,low,Fog-only,fog-5,58
1021,low,Fog-only,fog-6,0
1021,low,Fog-only,fog-7,14
1021,low,Fog-only,fog-8,135
1022,low,DT-KF-CostAware,fog-1,81
1022,low,DT-KF-CostAware,fog-2,0
1022,low,DT-KF-CostAware,fog-3,205
1022,low,DT-KF-CostAware,fog-4,27
1022,low,DT-KF-CostAware,fog-5,32
1022,low,DT-KF-CostAware,fog-6,104
1022,low,DT-KF-CostAware,fog-7,6
1022,low,DT-KF-CostAware,fog-8,0
1022,low,DT-OPT,fog-1,81
1022,low,DT-OPT,fog-2,0
1022,low,DT-OPT,fog-3,205
1022,low,DT-OPT,fog-4,28
1022,low,DT-OPT,fog-5,31
1022,low,DT-OPT,fog-6,104
1022,low,DT-OPT,fog-7,6
1022,low,DT-OPT,fog-8,0
1022,low,SemiGreedy,fog-1,18
1022,low,SemiGreedy,fog-2,0
1022,low,SemiGreedy,fog-3,185
1022,low,SemiGreedy,fog-4,1
1022,low,SemiGreedy,fog-5,0
1022,low,SemiGreedy,fog-6,78
1022,low,SemiGreedy,fog-7,0
1022,low,SemiGreedy,fog-8,0
1022,low,Fog-only,fog-1,70
1022,low,Fog-only,fog-2,0
1022,low,Fog-only,fog-3,226
1022,low,Fog-only,fog-4,24
1022,low,Fog-only,fog-5,0
1022,low,Fog-only,fog-6,131
1022,low,Fog-only,fog-7,0
1022,low,Fog-only,fog-8,4
1023,low,DT-KF-CostAware,fog-1,6
1023,low,DT-KF-CostAware,fog-2,11
1023,low,DT-KF-CostAware,fog-3,223
1023,low,DT-KF-CostAware,fog-4,0
1023,low,DT-KF-CostAware,fog-5,1
1023,low,DT-KF-CostAware,fog-6,125
1023,low,DT-KF-CostAware,fog-7,50
1023,low,DT-KF-CostAware,fog-8,1
1023,low,DT-OPT,fog-1,6
1023,low,DT-OPT,fog-2,11
1023,low,DT-OPT,fog-3,223
1023,low,DT-OPT,fog-4,0
1023,low,DT-OPT,fog-5,1
1023,low,DT-OPT,fog-6,124
1023,low,DT-OPT,fog-7,51
1023,low,DT-OPT,fog-8,1
1023,low,SemiGreedy,fog-1,11
1023,low,SemiGreedy,fog-2,1
1023,low,SemiGreedy,fog-3,101
1023,low,SemiGreedy,fog-4,0
1023,low,SemiGreedy,fog-5,0
1023,low,SemiGreedy,fog-6,150
1023,low,SemiGreedy,fog-7,2
1023,low,SemiGreedy,fog-8,0
1023,low,Fog-only,fog-1,40
1023,low,Fog-only,fog-2,7
1023,low,Fog-only,fog-3,153
1023,low,Fog-only,fog-4,0
1023,low,Fog-only,fog-5,1
1023,low,Fog-only,fog-6,204
1023,low,Fog-only,fog-7,12
1023,low,Fog-only,fog-8,0
1024,low,DT-KF-CostAware,fog-1,0
1024,low,DT-KF-CostAware,fog-2,39
1024,low,DT-KF-CostAware,fog-3,227
1024,low,DT-KF-CostAware,fog-4,36
1024,low,DT-KF-CostAware,fog-5,1
1024,low,DT-KF-CostAware,fog-6,8
1024,low,DT-KF-CostAware,fog-7,0
1024,low,DT-KF-CostAware,fog-8,133
1024,low,DT-OPT,fog-1,0
1024,low,DT-OPT,fog-2,39
1024,low,DT-OPT,fog-3,227
1024,low,DT-OPT,fog-4,36
1024,low,DT-OPT,fog-5,1
1024,low,DT-OPT,fog-6,8
1024,low,DT-OPT,fog-7,0
1024,low,DT-OPT,fog-8,133
1024,low,SemiGreedy,fog-1,0
1024,low,SemiGreedy,fog-2,0
1024,low,SemiGreedy,fog-3,197
1024,low,SemiGreedy,fog-4,50
1024,low,SemiGreedy,fog-5,0
1024,low,SemiGreedy,fog-6,0
1024,low,SemiGreedy,fog-7,0
1024,low,SemiGreedy,fog-8,11
1024,low,Fog-only,fog-1,2
1024,low,Fog-only,fog-2,11
1024,low,Fog-only,fog-3,240
1024,low,Fog-only,fog-4,134
1024,low,Fog-only,fog-5,1
1024,low,Fog-only,fog-6,4
1024,low,Fog-only,fog-7,1
1024,low,Fog-only,fog-8,51
1025,low,DT-KF-CostAware,fog-1,4
1025,low,DT-KF-CostAware,fog-2,2
1025,low,DT-KF-CostAware,fog-3,98
1025,low,DT-KF-CostAware,fog-4,36
1025,low,DT-KF-CostAware,fog-5,0
1025,low,DT-KF-CostAware,fog-6,3
1025,low,DT-KF-CostAware,fog-7,85
1025,low,DT-KF-CostAware,fog-8,230
1025,low,DT-OPT,fog-1,4
1025,low,DT-OPT,fog-2,2
1025,low,DT-OPT,fog-3,98
1025,low,DT-OPT,fog-4,36
1025,low,DT-OPT,fog-5,0
1025,low,DT-OPT,fog-6,3
1025,low,DT-OPT,fog-7,85
1025,low,DT-OPT,fog-8,230
1025,low,SemiGreedy,fog-1,0
1025,low,SemiGreedy,fog-2,0
1025,low,SemiGreedy,fog-3,0
1025,low,SemiGreedy,fog-4,2
1025,low,SemiGreedy,fog-5,0
1025,low,SemiGreedy,fog-6,9
1025,low,SemiGreedy,fog-7,186
1025,low,SemiGreedy,fog-8,54
1025,low,Fog-only,fog-1,4
1025,low,Fog-only,fog-2,0
1025,low,Fog-only,fog-3,1
1025,low,Fog-only,fog-4,21
1025,low,Fog-only,fog-5,0
1025,low,Fog-only,fog-6,65
1025,low,Fog-only,fog-7,235
1025,low,Fog-only,fog-8,132
1026,low,DT-KF-CostAware,fog-1,115
1026,low,DT-KF-CostAware,fog-2,0
1026,low,DT-KF-CostAware,fog-3,0
1026,low,DT-KF-CostAware,fog-4,1
1026,low,DT-KF-CostAware,fog-5,229
1026,low,DT-KF-CostAware,fog-6,26
1026,low,DT-KF-CostAware,fog-7,8
1026,low,DT-KF-CostAware,fog-8,58
1026,low,DT-OPT,fog-1,115
1026,low,DT-OPT,fog-2,0
1026,low,DT-OPT,fog-3,0
1026,low,DT-OPT,fog-4,1
1026,low,DT-OPT,fog-5,229
1026,low,DT-OPT,fog-6,26
1026,low,DT-OPT,fog-7,8
1026,low,DT-OPT,fog-8,58
1026,low,SemiGreedy,fog-1,52
1026,low,SemiGreedy,fog-2,0
1026,low,SemiGreedy,fog-3,0
1026,low,SemiGreedy,fog-4,1
1026,low,SemiGreedy,fog-5,200
1026,low,SemiGreedy,fog-6,12
1026,low,SemiGreedy,fog-7,0
1026,low,SemiGreedy,fog-8,0
1026,low,Fog-only,fog-1,135
1026,low,Fog-only,fog-2,4
1026,low,Fog-only,fog-3,0
1026,low,Fog-only,fog-4,11
1026,low,Fog-only,fog-5,240
1026,low,Fog-only,fog-6,47
1026,low,Fog-only,fog-7,0
1026,low,Fog-only,fog-8,0
1027,low,DT-KF-CostAware,fog-1,0
1027,low,DT-KF-CostAware,fog-2,0
1027,low,DT-KF-CostAware,fog-3,69
1027,low,DT-KF-CostAware,fog-4,71
1027,low,DT-KF-CostAware,fog-5,25
1027,low,DT-KF-CostAware,fog-6,219
1027,low,DT-KF-CostAware,fog-7,13
1027,low,DT-KF-CostAware,fog-8,38
1027,low,DT-OPT,fog-1,0
1027,low,DT-OPT,fog-2,0
1027,low,DT-OPT,fog-3,67
1027,low,DT-OPT,fog-4,71
1027,low,DT-OPT,fog-5,26
1027,low,DT-OPT,fog-6,219
1027,low,DT-OPT,fog-7,13
1027,low,DT-OPT,fog-8,39
1027,low,SemiGreedy,fog-1,0
1027,low,SemiGreedy,fog-2,0
1027,low,SemiGreedy,fog-3,187
1027,low,SemiGreedy,fog-4,49
1027,low,SemiGreedy,fog-5,1
1027,low,SemiGreedy,fog-6,15
1027,low,SemiGreedy,fog-7,0
1027,low,SemiGreedy,fog-8,0
1027,low,Fog-only,fog-1,0
1027,low,Fog-only,fog-2,1
1027,low,Fog-only,fog-3,226
1027,low,Fog-only,fog-4,135
1027,low,Fog-only,fog-5,19
1027,low,Fog-only,fog-6,51
1027,low,Fog-only,fog-7,0
1027,low,Fog-only,fog-8,3
1028,low,DT-KF-CostAware,fog-1,45
1028,low,DT-KF-CostAware,fog-2,25
1028,low,DT-KF-CostAware,fog-3,3
1028,low,DT-KF-CostAware,fog-4,16
1028,low,DT-KF-CostAware,fog-5,0
1028,low,DT-KF-CostAware,fog-6,106
1028,low,DT-KF-CostAware,fog-7,33
1028,low,DT-KF-CostAware,fog-8,223
1028,low,DT-OPT,fog-1,46
1028,low,DT-OPT,fog-2,25
1028,low,DT-OPT,fog-3,3
1028,low,DT-OPT,fog-4,16
1028,low,DT-OPT,fog-5,0
1028,low,DT-OPT,fog-6,106
1028,low,DT-OPT,fog-7,32
1028,low,DT-OPT,fog-8,223
1028,low,SemiGreedy,fog-1,190
1028,low,SemiGreedy,fog-2,0
1028,low,SemiGreedy,fog-3,0
1028,low,SemiGreedy,fog-4,1
1028,low,SemiGreedy,fog-5,0
1028,low,SemiGreedy,fog-6,9
1028,low,SemiGreedy,fog-7,0
1028,low,SemiGreedy,fog-8,67
1028,low,Fog-only,fog-1,222
1028,low,Fog-only,fog-2,6
1028,low,Fog-only,fog-3,1
1028,low,Fog-only,fog-4,17
1028,low,Fog-only,fog-5,0
1028,low,Fog-only,fog-6,64
1028,low,Fog-only,fog-7,0
1028,low,Fog-only,fog-8,141
1029,low,DT-KF-CostAware,fog-1,8
1029,low,DT-KF-CostAware,fog-2,3
1029,low,DT-KF-CostAware,fog-3,63
1029,low,DT-KF-CostAware,fog-4,8
1029,low,DT-KF-CostAware,fog-5,20
1029,low,DT-KF-CostAware,fog-6,113
1029,low,DT-KF-CostAware,fog-7,251
1029,low,DT-KF-CostAware,fog-8,0
1029,low,DT-OPT,fog-1,10
1029,low,DT-OPT,fog-2,3
1029,low,DT-OPT,fog-3,62
1029,low,DT-OPT,fog-4,7
1029,low,DT-OPT,fog-5,20
1029,low,DT-OPT,fog-6,113
1029,low,DT-OPT,fog-7,251
1029,low,DT-OPT,fog-8,0
1029,low,SemiGreedy,fog-1,0
1029,low,SemiGreedy,fog-2,0
1029,low,SemiGreedy,fog-3,56
1029,low,SemiGreedy,fog-4,0
1029,low,SemiGreedy,fog-5,13
1029,low,SemiGreedy,fog-6,1
1029,low,SemiGreedy,fog-7,190
1029,low,SemiGreedy,fog-8,0
1029,low,Fog-only,fog-1,0
1029,low,Fog-only,fog-2,0
1029,low,Fog-only,fog-3,123
1029,low,Fog-only,fog-4,2
1029,low,Fog-only,fog-5,77
1029,low,Fog-only,fog-6,27
1029,low,Fog-only,fog-7,238
1029,low,Fog-only,fog-8,0
1000,medium,DT-KF-CostAware,fog-1,83
1000,medium,DT-KF-CostAware,fog-2,29
1000,medium,DT-KF-CostAware,fog-3,232
1000,medium,DT-KF-CostAware,fog-4,169
1000,medium,DT-KF-CostAware,fog-5,177
1000,medium,DT-KF-CostAware,fog-6,4
1000,medium,DT-KF-CostAware,fog-7,223
1000,medium,DT-KF-CostAware,fog-8,8
1000,medium,DT-OPT,fog-1,84
1000,medium,DT-OPT,fog-2,29
1000,medium,DT-OPT,fog-3,232
1000,medium,DT-OPT,fog-4,168
1000,medium,DT-OPT,fog-5,177
1000,medium,DT-OPT,fog-6,4
1000,medium,DT-OPT,fog-7,223
1000,medium,DT-OPT,fog-8,8
1000,medium,SemiGreedy,fog-1,6
1000,medium,SemiGreedy,fog-2,0
1000,medium,SemiGreedy,fog-3,70
1000,medium,SemiGreedy,fog-4,238
1000,medium,SemiGreedy,fog-5,206
1000,medium,SemiGreedy,fog-6,0
1000,medium,SemiGreedy,fog-7,67
1000,medium,SemiGreedy,fog-8,1
1000,medium,Fog-only,fog-1,66
1000,medium,Fog-only,fog-2,3
1000,medium,Fog-only,fog-3,158
1000,medium,Fog-only,fog-4,245
1000,medium,Fog-only,fog-5,227
1000,medium,Fog-only,fog-6,15
1000,medium,Fog-only,fog-7,183
1000,medium,Fog-only,fog-8,29
1001,medium,DT-KF-CostAware,fog-1,6
1001,medium,DT-KF-CostAware,fog-2,37
1001,medium,DT-KF-CostAware,fog-3,70
1001,medium,DT-KF-CostAware,fog-4,239
1001,medium,DT-KF-CostAware,fog-5,79
1001,medium,DT-KF-CostAware,fog-6,275
1001,medium,DT-KF-CostAware,fog-7,7
1001,medium,DT-KF-CostAware,fog-8,150
1001,medium,DT-OPT,fog-1,5
1001,medium,DT-OPT,fog-2,37
1001,medium,DT-OPT,fog-3,70
1001,medium,DT-OPT,fog-4,238
1001,medium,DT-OPT,fog-5,82
1001,medium,DT-OPT,fog-6,274
1001,medium,DT-OPT,fog-7,7
1001,medium,DT-OPT,fog-8,150
1001,medium,SemiGreedy,fog-1,13
1001,medium,SemiGreedy,fog-2,10
1001,medium,SemiGreedy,fog-3,4
1001,medium,SemiGreedy,fog-4,284
1001,medium,SemiGreedy,fog-5,0
1001,medium,SemiGreedy,fog-6,169
1001,medium,SemiGreedy,fog-7,0
1001,medium,SemiGreedy,fog-8,59
1001,medium,Fog-only,fog-1,90
1001,medium,Fog-only,fog-2,60
1001,medium,Fog-only,fog-3,42
1001,medium,Fog-only,fog-4,280
1001,medium,Fog-only,fog-5,9
1001,medium,Fog-only,fog-6,226
1001,medium,Fog-only,fog-7,2
1001,medium,Fog-only,fog-8,154
1002,medium,DT-KF-CostAware,fog-1,11
1002,medium,DT-KF-CostAware,fog-2,64
1002,medium,DT-KF-CostAware,fog-3,18
1002,medium,DT-KF-CostAware,fog-4,25
1002,medium,DT-KF-CostAware,fog-5,218
1002,medium,DT-KF-CostAware,fog-6,166
1002,medium,DT-KF-CostAware,fog-7,169
1002,medium,DT-KF-CostAware,fog-8,266
1002,medium,DT-OPT,fog-1,11
1002,medium,DT-OPT,fog-2,64
1002,medium,DT-OPT,fog-3,18
1002,medium,DT-OPT,fog-4,25
1002,medium,DT-OPT,fog-5,219
1002,medium,DT-OPT,fog-6,165
1002,medium,DT-OPT,fog-7,169
1002,medium,DT-OPT,fog-8,266
1002,medium,SemiGreedy,fog-1,0
1002,medium,SemiGreedy,fog-2,2
1002,medium,SemiGreedy,fog-3,21
1002,medium,SemiGreedy,fog-4,0
1002,medium,SemiGreedy,fog-5,114
1002,medium,SemiGreedy,fog-6,33
1002,medium,SemiGreedy,fog-7,168
1002,medium,SemiGreedy,fog-8,298
1002,medium,Fog-only,fog-1,1
1002,medium,Fog-only,fog-2,30
1002,medium,Fog-only,fog-3,92
1002,medium,Fog-only,fog-4,7
1002,medium,Fog-only,fog-5,185
1002,medium,Fog-only,fog-6,121
1002,medium,Fog-only,fog-7,227
1002,medium,Fog-only,fog-8,276
1003,medium,DT-KF-CostAware,fog-1,141
1003,medium,DT-KF-CostAware,fog-2,119
1003,medium,DT-KF-CostAware,fog-3,22
1003,medium,DT-KF-CostAware,fog-4,157
1003,medium,DT-KF-CostAware,fog-5,84
1003,medium,DT-KF-CostAware,fog-6,5
1003,medium,DT-KF-CostAware,fog-7,265
1003,medium,DT-KF-CostAware,fog-8,90
1003,medium,DT-OPT,fog-1,143
1003,medium,DT-OPT,fog-2,117
1003,medium,DT-OPT,fog-3,21
1003,medium,DT-OPT,fog-4,155
1003,medium,DT-OPT,fog-5,85
1003,medium,DT-OPT,fog-6,5
1003,medium,DT-OPT,fog-7,265
1003,medium,DT-OPT,fog-8,92
1003,medium,SemiGreedy,fog-1,24
1003,medium,SemiGreedy,fog-2,7
1003,medium,SemiGreedy,fog-3,1
1003,medium,SemiGreedy,fog-4,186
1003,medium,SemiGreedy,fog-5,1
1003,medium,SemiGreedy,fog-6,0
1003,medium,SemiGreedy,fog-7,283
1003,medium,SemiGreedy,fog-8,71
1003,medium,Fog-only,fog-1,108
1003,medium,Fog-only,fog-2,61
1003,medium,Fog-only,fog-3,28
1003,medium,Fog-only,fog-4,230
1003,medium,Fog-only,fog-5,19
1003,medium,Fog-only,fog-6,4
1003,medium,Fog-only,fog-7,263
1003,medium,Fog-only,fog-8,171
1004,medium,DT-KF-CostAware,fog-1,9
1004,medium,DT-KF-CostAware,fog-2,46
1004,medium,DT-KF-CostAware,fog-3,250
1004,medium,DT-KF-CostAware,fog-4,134
1004,medium,DT-KF-CostAware,fog-5,57
1004,medium,DT-KF-CostAware,fog-6,4
1004,medium,DT-KF-CostAware,fog-7,245
1004,medium,DT-KF-CostAware,fog-8,156
1004,medium,DT-OPT,fog-1,9
1004,medium,DT-OPT,fog-2,46
1004,medium,DT-OPT,fog-3,250
1004,medium,DT-OPT,fog-4,134
1004,medium,DT-OPT,fog-5,57
1004,medium,DT-OPT,fog-6,4
1004,medium,DT-OPT,fog-7,245
1004,medium,DT-OPT,fog-8,156
1004,medium,SemiGreedy,fog-1,0
1004,medium,SemiGreedy,fog-2,2
1004,medium,SemiGreedy,fog-3,244
1004,medium,SemiGreedy,fog-4,26
1004,medium,SemiGreedy,fog-5,6
1004,medium,SemiGreedy,fog-6,0
1004,medium,SemiGreedy,fog-7,207
1004,medium,SemiGreedy,fog-8,82
1004,medium,Fog-only,fog-1,12
1004,medium,Fog-only,fog-2,46
1004,medium,Fog-only,fog-3,257
1004,medium,Fog-only,fog-4,125
1004,medium,Fog-only,fog-5,43
1004,medium,Fog-only,fog-6,5
1004,medium,Fog-only,fog-7,235
1004,medium,Fog-only,fog-8,179
1005,medium,DT-KF-CostAware,fog-1,111
1005,medium,DT-KF-CostAware,fog-2,7
1005,medium,DT-KF-CostAware,fog-3,67
1005,medium,DT-KF-CostAware,fog-4,0
1005,medium,DT-KF-CostAware,fog-5,243
1005,medium,DT-KF-CostAware,fog-6,258
1005,medium,DT-KF-CostAware,fog-7,179
1005,medium,DT-KF-CostAware,fog-8,25
1005,medium,DT-OPT,fog-1,112
1005,medium,DT-OPT,fog-2,7
1005,medium,DT-OPT,fog-3,66
1005,medium,DT-OPT,fog-4,0
1005,medium,DT-OPT,fog-5,242
1005,medium,DT-OPT,fog-6,258
1005,medium,DT-OPT,fog-7,180
1005,medium,DT-OPT,fog-8,25
1005,medium,SemiGreedy,fog-1,107
1005,medium,SemiGreedy,fog-2,0
1005,medium,SemiGreedy,fog-3,10
1005,medium,SemiGreedy,fog-4,0
1005,medium,SemiGreedy,fog-5,178
1005,medium,SemiGreedy,fog-6,276
1005,medium,SemiGreedy,fog-7,30
1005,medium,SemiGreedy,fog-8,0
1005,medium,Fog-only,fog-1,187
1005,medium,Fog-only,fog-2,7
1005,medium,Fog-only,fog-3,59
1005,medium,Fog-only,fog-4,0
1005,medium,Fog-only,fog-5,236
1005,medium,Fog-only,fog-6,273
1005,medium,Fog-only,fog-7,107
1005,medium,Fog-only,fog-8,22
1006,medium,DT-KF-CostAware,fog-1,22
1006,medium,DT-KF-CostAware,fog-2,9
1006,medium,DT-KF-CostAware,fog-3,37
1006,medium,DT-KF-CostAware,fog-4,260
1006,medium,DT-KF-CostAware,fog-5,202
1006,medium,DT-KF-CostAware,fog-6,164
1006,medium,DT-KF-CostAware,fog-7,72
1006,medium,DT-KF-CostAware,fog-8,136
1006,medium,DT-OPT,fog-1,22
1006,medium,DT-OPT,fog-2,9
1006,medium,DT-OPT,fog-3,38
1006,medium,DT-OPT,fog-4,260
1006,medium,DT-OPT,fog-5,202
1006,medium,DT-OPT,fog-6,164
1006,medium,DT-OPT,fog-7,72
1006,medium,DT-OPT,fog-8,135
1006,medium,SemiGreedy,fog-1,0
1006,medium,SemiGreedy,fog-2,1
1006,medium,SemiGreedy,fog-3,4
1006,medium,SemiGreedy,fog-4,301
1006,medium,SemiGreedy,fog-5,13
1006,medium,SemiGreedy,fog-6,157
1006,medium,SemiGreedy,fog-7,93
1006,medium,SemiGreedy,fog-8,31
1006,medium,Fog-only,fog-1,14
1006,medium,Fog-only,fog-2,11
1006,medium,Fog-only,fog-3,39
1006,medium,Fog-only,fog-4,242
1006,medium,Fog-only,fog-5,74
1006,medium,Fog-only,fog-6,221
1006,medium,Fog-only,fog-7,189
1006,medium,Fog-only,fog-8,116
1007,medium,DT-KF-CostAware,fog-1,252
1007,medium,DT-KF-CostAware,fog-2,36
1007,medium,DT-KF-CostAware,fog-3,180
1007,medium,DT-KF-CostAware,fog-4,6
1007,medium,DT-KF-CostAware,fog-5,63
1007,medium,DT-KF-CostAware,fog-6,119
1007,medium,DT-KF-CostAware,fog-7,195
1007,medium,DT-KF-CostAware,fog-8,49
1007,medium,DT-OPT,fog-1,251
1007,medium,DT-OPT,fog-2,36
1007,medium,DT-OPT,fog-3,180
1007,medium,DT-OPT,fog-4,6
1007,medium,DT-OPT,fog-5,64
1007,medium,DT-OPT,fog-6,118
1007,medium,DT-OPT,fog-7,194
1007,medium,DT-OPT,fog-8,51
1007,medium,SemiGreedy,fog-1,273
1007,medium,SemiGreedy,fog-2,179
1007,medium,SemiGreedy,fog-3,9
1007,medium,SemiGreedy,fog-4,0
1007,medium,SemiGreedy,fog-5,3
1007,medium,SemiGreedy,fog-6,89
1007,medium,SemiGreedy,fog-7,30
1007,medium,SemiGreedy,fog-8,2
1007,medium,Fog-only,fog-1,265
1007,medium,Fog-only,fog-2,209
1007,medium,Fog-only,fog-3,69
1007,medium,Fog-only,fog-4,8
1007,medium,Fog-only,fog-5,36
1007,medium,Fog-only,fog-6,166
1007,medium,Fog-only,fog-7,127
1007,medium,Fog-only,fog-8,21
1008,medium,DT-KF-CostAware,fog-1,164
1008,medium,DT-KF-CostAware,fog-2,269
1008,medium,DT-KF-CostAware,fog-3,207
1008,medium,DT-KF-CostAware,fog-4,37
1008,medium,DT-KF-CostAware,fog-5,135
1008,medium,DT-KF-CostAware,fog-6,15
1008,medium,DT-KF-CostAware,fog-7,10
1008,medium,DT-KF-CostAware,fog-8,75
1008,medium,DT-OPT,fog-1,162
1008,medium,DT-OPT,fog-2,267
1008,medium,DT-OPT,fog-3,211
1008,medium,DT-OPT,fog-4,35
1008,medium,DT-OPT,fog-5,135
1008,medium,DT-OPT,fog-6,16
1008,medium,DT-OPT,fog-7,9
1008,medium,DT-OPT,fog-8,77
1008,medium,SemiGreedy,fog-1,33
1008,medium,SemiGreedy,fog-2,261
1008,medium,SemiGreedy,fog-3,224
1008,medium,SemiGreedy,fog-4,0
1008,medium,SemiGreedy,fog-5,7
1008,medium,SemiGreedy,fog-6,6
1008,medium,SemiGreedy,fog-7,0
1008,medium,SemiGreedy,fog-8,75
1008,medium,Fog-only,fog-1,109
1008,medium,Fog-only,fog-2,270
1008,medium,Fog-only,fog-3,239
1008,medium,Fog-only,fog-4,19
1008,medium,Fog-only,fog-5,49
1008,medium,Fog-only,fog-6,48
1008,medium,Fog-only,fog-7,6
1008,medium,Fog-only,fog-8,172
1009,medium,DT-KF-CostAware,fog-1,115
1009,medium,DT-KF-CostAware,fog-2,132
1009,medium,DT-KF-CostAware,fog-3,266
1009,medium,DT-KF-CostAware,fog-4,14
1009,medium,DT-KF-CostAware,fog-5,245
1009,medium,DT-KF-CostAware,fog-6,28
1009,medium,DT-KF-CostAware,fog-7,19
1009,medium,DT-KF-CostAware,fog-8,73
1009,medium,DT-OPT,fog-1,113
1009,medium,DT-OPT,fog-2,132
1009,medium,DT-OPT,fog-3,264
1009,medium,DT-OPT,fog-4,15
1009,medium,DT-OPT,fog-5,246
1009,medium,DT-OPT,fog-6,29
1009,medium,DT-OPT,fog-7,19
1009,medium,DT-OPT,fog-8,74
1009,medium,SemiGreedy,fog-1,70
1009,medium,SemiGreedy,fog-2,2
1009,medium,SemiGreedy,fog-3,173
1009,medium,SemiGreedy,fog-4,6
1009,medium,SemiGreedy,fog-5,293
1009,medium,SemiGreedy,fog-6,0
1009,medium,SemiGreedy,fog-7,6
1009,medium,SemiGreedy,fog-8,28
1009,medium,Fog-only,fog-1,166
1009,medium,Fog-only,fog-2,32
1009,medium,Fog-only,fog-3,229
1009,medium,Fog-only,fog-4,62
1009,medium,Fog-only,fog-5,265
1009,medium,Fog-only,fog-6,8
1009,medium,Fog-only,fog-7,27
1009,medium,Fog-only,fog-8,103
1010,medium,DT-KF-CostAware,fog-1,0
1010,medium,DT-KF-CostAware,fog-2,180
1010,medium,DT-KF-CostAware,fog-3,107
1010,medium,DT-KF-CostAware,fog-4,34
1010,medium,DT-KF-CostAware,fog-5,220
1010,medium,DT-KF-CostAware,fog-6,266
1010,medium,DT-KF-CostAware,fog-7,13
1010,medium,DT-KF-CostAware,fog-8,77
1010,medium,DT-OPT,fog-1,0
1010,medium,DT-OPT,fog-2,183
1010,medium,DT-OPT,fog-3,109
1010,medium,DT-OPT,fog-4,33
1010,medium,DT-OPT,fog-5,221
1010,medium,DT-OPT,fog-6,260
1010,medium,DT-OPT,fog-7,14
1010,medium,DT-OPT,fog-8,77
1010,medium,SemiGreedy,fog-1,0
1010,medium,SemiGreedy,fog-2,76
1010,medium,SemiGreedy,fog-3,9
1010,medium,SemiGreedy,fog-4,0
1010,medium,SemiGreedy,fog-5,176
1010,medium,SemiGreedy,fog-6,305
1010,medium,SemiGreedy,fog-7,4
1010,medium,SemiGreedy,fog-8,11
1010,medium,Fog-only,fog-1,1
1010,medium,Fog-only,fog-2,172
1010,medium,Fog-only,fog-3,77
1010,medium,Fog-only,fog-4,14
1010,medium,Fog-only,fog-5,235
1010,medium,Fog-only,fog-6,270
1010,medium,Fog-only,fog-7,50
1010,medium,Fog-only,fog-8,77
1011,medium,DT-KF-CostAware,fog-1,9
1011,medium,DT-KF-CostAware,fog-2,234
1011,medium,DT-KF-CostAware,fog-3,248
1011,medium,DT-KF-CostAware,fog-4,175
1011,medium,DT-KF-CostAware,fog-5,92
1011,medium,DT-KF-CostAware,fog-6,104
1011,medium,DT-KF-CostAware,fog-7,50
1011,medium,DT-KF-CostAware,fog-8,1
1011,medium,DT-OPT,fog-1,9
1011,medium,DT-OPT,fog-2,236
1011,medium,DT-OPT,fog-3,247
1011,medium,DT-OPT,fog-4,175
1011,medium,DT-OPT,fog-5,92
1011,medium,DT-OPT,fog-6,101
1011,medium,DT-OPT,fog-7,52
1011,medium,DT-OPT,fog-8,1
1011,medium,SemiGreedy,fog-1,0
1011,medium,SemiGreedy,fog-2,307
1011,medium,SemiGreedy,fog-3,32
1011,medium,SemiGreedy,fog-4,128
1011,medium,SemiGreedy,fog-5,0
1011,medium,SemiGreedy,fog-6,6
1011,medium,SemiGreedy,fog-7,170
1011,medium,SemiGreedy,fog-8,0
1011,medium,Fog-only,fog-1,7
1011,medium,Fog-only,fog-2,272
1011,medium,Fog-only,fog-3,133
1011,medium,Fog-only,fog-4,202
1011,medium,Fog-only,fog-5,24
1011,medium,Fog-only,fog-6,67
1011,medium,Fog-only,fog-7,209
1011,medium,Fog-only,fog-8,0
1012,medium,DT-KF-CostAware,fog-1,7
1012,medium,DT-KF-CostAware,fog-2,94
1012,medium,DT-KF-CostAware,fog-3,219
1012,medium,DT-KF-CostAware,fog-4,4
1012,medium,DT-KF-CostAware,fog-5,76
1012,medium,DT-KF-CostAware,fog-6,34
1012,medium,DT-KF-CostAware,fog-7,167
1012,medium,DT-KF-CostAware,fog-8,257
1012,medium,DT-OPT,fog-1,7
1012,medium,DT-OPT,fog-2,94
1012,medium,DT-OPT,fog-3,219
1012,medium,DT-OPT,fog-4,4
1012,medium,DT-OPT,fog-5,76
1012,medium,DT-OPT,fog-6,33
1012,medium,DT-OPT,fog-7,168
1012,medium,DT-OPT,fog-8,257
1012,medium,SemiGreedy,fog-1,6
1012,medium,SemiGreedy,fog-2,1
1012,medium,SemiGreedy,fog-3,189
1012,medium,SemiGreedy,fog-4,0
1012,medium,SemiGreedy,fog-5,212
1012,medium,SemiGreedy,fog-6,0
1012,medium,SemiGreedy,fog-7,41
1012,medium,SemiGreedy,fog-8,136
1012,medium,Fog-only,fog-1,51
1012,medium,Fog-only,fog-2,18
1012,medium,Fog-only,fog-3,231
