load,algorithm,mean_latency_ms_n,mean_latency_ms_mean,mean_latency_ms_sd,mean_latency_ms_ci95,p95_latency_ms_n,p95_latency_ms_mean,p95_latency_ms_sd,p95_latency_ms_ci95,dmr_pct_n,dmr_pct_mean,dmr_pct_sd,dmr_pct_ci95,throughput_tasks_s_n,throughput_tasks_s_mean,throughput_tasks_s_sd,throughput_tasks_s_ci95,energy_j_n,energy_j_mean,energy_j_sd,energy_j_ci95,monetary_cost_n,monetary_cost_mean,monetary_cost_sd,monetary_cost_ci95,run_cost_index_n,run_cost_index_mean,run_cost_index_sd,run_cost_index_ci95,fairness_n,fairness_mean,fairness_sd,fairness_ci95,rejection_rate_pct_n,rejection_rate_pct_mean,rejection_rate_pct_sd,rejection_rate_pct_ci95,local_pct_n,local_pct_mean,local_pct_sd,local_pct_ci95,fog_pct_n,fog_pct_mean,fog_pct_sd,fog_pct_ci95,cloud_pct_n,cloud_pct_mean,cloud_pct_sd,cloud_pct_ci95
high,Full,20,428.33742020565677,14.424032038643727,6.75061445556366,20,995.1537209872635,57.41521803380243,26.870988624396485,20,13.666947428427989,3.014862920878515,1.410990849209114,20,17.18888888888889,0.6047139921861232,0.28301316900826134,20,211.57227282303074,27.37654213486155,12.812539557858697,20,18.089160459155188,1.9018601453083699,0.8900926283983971,20,0.39386358801757393,0.024820849336984734,0.011616445657130688,20,0.927753654508015,0.02287904569948274,0.010707659010645977,20,3.1253482096589913,3.1712706859307427,1.4841914991310796,20,0.0,0.0,0.0,20,83.3557613603234,8.057390357958907,3.7709522329701572,20,13.51889043001761,5.236349432142306,2.4506723277027738
high,No-DT-state,20,159560.20311030894,98286.84241811228,45999.3833514671,20,301925.753684083,165176.93963370632,77304.72543528197,20,90.85249728764967,14.716671139325845,6.887572952191737,20,5.425555555555556,5.06756570970937,2.3716795860430873,20,175.0288967121999,91.99953508965433,43.05685052677916,20,14.777445947981837,5.534897340579366,2.5903962149607938,20,0.4629155936572299,0.014464927634273853,0.006769754069112076,20,0.3371836596806511,0.2410119896503827,0.1127964092799544,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,93.70218818186282,18.065433027623456,8.454832394684498,20,6.297811818137181,18.065433027623456,8.454832394684498
high,No-EDF,20,383.1882225021019,10.330401593441403,4.83474788059474,20,778.57221113677,32.29398599857932,15.113960377079048,20,6.858495257614328,4.25427941123489,1.9910521561895753,20,16.72111111111111,0.777618195825903,0.36393434371109923,20,207.3330513306224,23.58732689648018,11.039142833910173,20,17.74265763219434,1.6991565582749075,0.7952249962996428,20,0.3990001893164886,0.030454890473891997,0.014253242319821873,20,0.942613060523026,0.02136695749910064,0.009999984177683916,20,5.815386296914228,4.3086720829436915,2.0165085580424296,20,0.0,0.0,0.0,20,81.37962022229223,7.965585208652847,3.7279863572468983,20,12.804993480793545,4.068948700018403,1.9043152316704066
high,No-Kalman,20,423.51931353810244,14.697641796050348,6.878666998610152,20,972.8876993813404,49.64480782413469,23.2343464326356,20,14.798426950841218,2.5059797959716414,1.1728276386737218,20,16.898888888888887,0.44120014715608674,0.2064867911558484,20,232.4305450546038,19.484072611552637,9.118772190218094,20,19.100988537308307,1.5978207381514986,0.7477986559837899,20,0.4049865083311217,0.01803579518986575,0.008440961542521747,20,0.9186362432581806,0.02197223513029988,0.010283261136294105,20,4.783880125222969,2.2285287191319467,1.0429773135352414,20,0.0,0.0,0.0,20,77.20586829259175,5.289906288195331,2.4757375581249943,20,18.010251582185294,3.5102665221596205,1.6428454861918107
high,No-LHS,20,439.5446007918607,14.818811279656089,6.93537572370246,20,1032.1034772203216,59.150745508787345,27.683235631978885,20,13.498422438496979,1.546262079987233,0.7236686053723741,20,17.659444444444443,0.30836876146495995,0.14432016049413587,20,184.63059972674836,18.904664553417014,8.847602492144672,20,16.725387787080642,1.7361654076448907,0.8125455674736013,20,0.37731600376984487,0.011735493988723597,0.005492347434560127,20,0.9270831101252248,0.017654810324108504,0.008262656202153572,20,0.41833176234934094,0.355503217845413,0.1663796333062151,20,0.0,0.0,0.0,20,92.33440261766707,3.4459813451480845,1.6127592770063417,20,7.247265619983585,3.1830080408142707,1.489684717486013
high,No-admission,20,970.5530873435737,999.175155845566,467.6255732530513,20,4921.322993238201,9861.207918989494,4615.159793662572,20,33.817209378824515,9.127907973558576,4.271966905666502,20,17.61722222222222,0.29657948211866436,0.1388026408877898,20,121.328726233519,9.693117370954473,4.536491465668791,20,13.025027557593228,1.001856118100789,0.4688802947141824,20,0.4008854888283063,0.018546045785025344,0.008679764745011597,20,0.975672987417956,0.014272113045224162,0.006679514602879942,20,0.0,0.0,0.0,20,4.381808216050827,2.664830342224901,1.2471715385582005,20,95.61819178394917,2.6648303422249007,1.2471715385582003,20,0.0,0.0,0.0
high,No-cost,20,425.8293468275995,14.705089312297101,6.882152522678504,20,972.009829961934,60.80811886244297,28.458905603418142,20,13.007895040125518,3.043996587105062,1.4246257432419054,20,17.17888888888889,0.6161873169878085,0.2883828182195311,20,207.77795995765672,26.9203954334717,12.599057605793544,20,18.10715202490429,1.840397773532964,0.8613275248359055,20,0.3532740776772328,0.024823603629428852,0.01161773469797158,20,0.944974380968975,0.01684936019820926,0.007885696192042399,20,3.1608412562780526,3.1972684973782184,1.496358776720325,20,0.0,0.0,0.0,20,83.29202825082623,8.013204732196352,3.7502728471228637,20,13.547130492895704,5.158707607546449,2.4143350523785845
low,Full,20,217.9615372918814,13.752097281614011,6.436141188182664,20,492.55117401918795,66.5560292559669,31.14899440021589,20,0.29008280037977124,0.26731341174467643,0.125105780176798,20,5.013333333333334,0.28184392383180745,0.13190622853127573,20,101.7207998392852,13.477901020839978,6.307814154750982,20,3.549004342447303,0.5326845822279148,0.24930256889402838,20,0.2446248168125354,0.010071408798859753,0.00471353624585172,20,0.36342593073410817,0.04554224059067021,0.021314297337004837,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,99.97823409596893,0.06699937117824539,0.0313564835669948,20,0.021765904031073847,0.06699937117824413,0.03135648356699421
low,No-DT-state,20,1459.9414089621894,1652.4025329931962,773.3435696585393,20,3323.5860349621444,2178.4717103329886,1019.5500522607789,20,58.253649656685546,22.73280782963664,10.639217989751883,20,4.916111111111111,0.2894837555103109,0.13548175845444885,20,104.62463834225102,19.53210416042523,9.141251512731644,20,3.435924748900457,0.574393715020084,0.26882292727936075,20,0.4068213222816036,0.04551929563533856,0.02130355883152113,20,0.16126333120324995,0.03763269222300196,0.017612536871920492,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,99.97823409596893,0.06699937117824539,0.0313564835669948,20,0.021765904031073847,0.06699937117824413,0.03135648356699421
low,No-EDF,20,214.89546462232087,14.296141969116523,6.690760418234818,20,472.2915546261194,67.11790315721181,31.411957909294763,20,0.0,0.0,0.0,20,5.013888888888889,0.2816196311235743,0.13180125693980813,20,101.63202461053275,13.460100121954238,6.299483127405912,20,3.550044656300114,0.5312054949952111,0.24861033889707754,20,0.24258668128991165,0.010256663783623396,0.004800237729511782,20,0.36818625899972945,0.04497405480180605,0.02104837979123981,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20,99.97823409596893,0.06699937117824539,0.0313564835669948,20,0.021765904031073847,0.06699937117824413,0.03135648356699421
